"country";"fua_id";"fua_name";"tech";"index";"rankindex";"pat";"rankpat";"rel";"rankrel";"rca";"rankrca"
"JP";"JPE18";"Fukui";"Hydrogen";76,25;39;9;44;44,64;38;2,13;24
"JP";"JPF21";"Gifu";"Hydrogen";73,58;43;8;48;43,41;42;1,98;26
"JP";"JPF22";"Shizuoka";"Hydrogen";77,59;36;37;16;30,81;61;0,79;56
"JP";"JPF23";"Aichi";"Hydrogen";97,99;2;243;4;64,31;14;2,51;16
"JP";"JPF24";"Mie";"Hydrogen";61,87;65;4;60;40,94;44;0,2;76
"JP";"JPG25";"Shiga";"Hydrogen";93,98;6;63;8;55,16;27;2,68;14
"JP";"JPG26";"Kyoto";"Hydrogen";87,29;16;155;6;44,6;39;1,85;31
"JP";"JPG27";"Osaka";"Hydrogen";100;1;362;2;73,33;4;2,32;21
"JP";"JPG29";"Nara";"Hydrogen";57,86;72;2;68;29,6;63;0,54;66
"JP";"JPG30";"Wakayama";"Hydrogen";52,84;78;1;75;20,94;81;0,26;74
"JP";"JPH31";"Tottori";"Hydrogen";27,09;96;0;128;19,19;85;0;128
"JP";"JPH32";"Shimane";"Hydrogen";26,76;97;0;128;18,68;86;0;128
"JP";"JPH33";"Okayama";"Hydrogen";68,23;56;4;60;65,79;12;0,56;64
"JP";"JPH34";"Hiroshima";"Hydrogen";63,88;62;5;56;38,81;48;0,39;70
"JP";"JPH35";"Yamaguchi";"Hydrogen";87,29;16;16;34;67,3;9;2,23;22
"JP";"JPI36";"Tokushima";"Hydrogen";31,44;84;0;128;28,79;66;0;128
"JP";"JPI37";"Kagawa";"Hydrogen";59,2;69;5;56;9,36;108;0,92;47
"JP";"JPI38";"Ehime";"Hydrogen";85,62;20;19;27;60,45;22;1,93;28
"JP";"JPI39";"Kochi";"Hydrogen";85,62;20;15;38;51,49;30;12,27;2
"JP";"JPJ40";"Fukuoka";"Hydrogen";85,95;18;29;22;50,56;33;2,43;18
"JP";"JPJ41";"Saga";"Hydrogen";62,21;64;1;75;51,45;32;0,79;56
"JP";"JPJ42";"Nagasaki";"Hydrogen";54,85;76;1;75;26,41;70;0,58;62
"JP";"JPJ43";"Kumamoto";"Hydrogen";55,18;75;3;64;7,31;111;0,61;60
"JP";"JPJ44";"Oita";"Hydrogen";27,76;94;0;128;20,37;83;0;128
"JP";"JPJ45";"Miyazaki";"Hydrogen";69,23;52;2;68;42,4;43;2,46;17
"JP";"JPJ46";"Kagoshima";"Hydrogen";28,09;93;0;128;21,35;79;0;128
"JP";"JPJ47";"Okinawa";"Hydrogen";76,59;38;4;60;48,89;34;4,27;7
"KH";"KH2";"Kampong Saom";"Hydrogen";1,67;172;0;128;0,04;172;0;128
"KH";"KH3";"Phnom Penh";"Hydrogen";23,41;107;0;128;11,89;102;0;128
"KP";"KP14";"Sariwon";"Hydrogen";5,02;162;0;128;0,11;162;0;128
"KP";"KP2";"Haeju";"Hydrogen";17,06;126;0;128;2,39;126;0;128
"KP";"KP3";"Hamhung";"Hydrogen";1;174;0;128;0,03;174;0;128
"KR";"KR011";"Seoul";"Hydrogen";78,26;32;294;3;18,6;87;0,87;51
"KR";"KR012";"Incheon";"Hydrogen";89,97;10;33;18;67,67;7;1,4;36
"KR";"KR021";"Busan";"Hydrogen";87,29;16;27;24;65,6;13;1,7;32
"KR";"KR022";"Ulsan";"Hydrogen";88,29;12;15;38;77,03;2;2,33;20
"KR";"KR023";"Gyeongsangnam-do";"Hydrogen";93,31;7;29;22;79;1;2,13;24
"KR";"KR031";"Daegu";"Hydrogen";77,93;34;15;38;61,19;21;1,12;44
"KR";"KR032";"Gyeongsangbuk-do";"Hydrogen";95,32;5;46;14;62,83;16;2,74;12
"KR";"KR041";"Gwangju";"Hydrogen";81,94;26;16;34;56,09;25;1,98;26
"KR";"KR042";"Jeollabuk-do";"Hydrogen";92,98;8;20;25;75,53;3;2,7;13
"KR";"KR043";"Jeollanam-do";"Hydrogen";71,57;50;8;48;43,47;41;1,21;40
"KR";"KR051";"Daejeon";"Hydrogen";97,99;2;238;5;62,46;18;2,87;11
"KR";"KR052";"Chungcheongbuk-do";"Hydrogen";87,96;14;18;30;72,04;5;1,86;30
"KR";"KR053";"Chungcheongnam-do";"Hydrogen";83,61;24;16;34;66,08;10;1,32;38
"KR";"KR061";"Gangwon-do";"Hydrogen";64,88;61;4;60;40,4;45;0,71;59
"KR";"KR071";"Jeju-do";"Hydrogen";80,27;29;6;52;62,69;17;2,36;19
"LA";"LA4";"Vientiane";"Hydrogen";13,04;138;0;128;0,67;138;0;128
"MM";"MM18";"Yangon";"Hydrogen";2,34;170;0;128;0,05;170;0;128
"MM";"MM5";"Mandalay";"Hydrogen";7,02;156;0;128;0,18;156;0;128
"MN";"MN1";"Ulaanbaatar";"Hydrogen";16,72;127;0;128;2,27;127;0;128
"MY";"MY1";"Alor Setar";"Hydrogen";16,39;128;0;128;2,1;128;0;128
"MY";"MY12";"Kota Kinabalu";"Hydrogen";25,42;101;0;128;14,6;96;0;128
"MY";"MY13";"Kuala Lumpur";"Hydrogen";57,53;73;2;68;17,9;90;1,19;41
"MY";"MY14";"Kuala Terengganu";"Hydrogen";10,37;146;0;128;0,33;146;0;128
"MY";"MY15";"Kuantan";"Hydrogen";17,73;124;0;128;2,56;124;0;128
"MY";"MY16";"Kuching";"Hydrogen";16,05;129;0;128;1,75;129;0;128
"MY";"MY17";"Kulim";"Hydrogen";25,08;102;0;128;14,4;97;0;128
"MY";"MY19";"Melaka";"Hydrogen";21,4;113;0;128;9,35;109;0;128
"MY";"MY2";"Batu Pahat";"Hydrogen";25,75;100;0;128;14,81;94;0;128
"MY";"MY21";"Pasir Gudang";"Hydrogen";15,38;131;0;128;1,48;131;0;128
"MY";"MY22";"Rawang";"Hydrogen";9,03;150;0;128;0,25;150;0;128
"MY";"MY24";"Seremban";"Hydrogen";19,4;119;0;128;5,1;117;0;128
"MY";"MY25";"Sibu";"Hydrogen";1;174;0;128;0,03;174;0;128
"MY";"MY26";"Sungai Petani";"Hydrogen";24,41;104;0;128;13,62;99;0;128
"MY";"MY27";"Taiping";"Hydrogen";17,39;125;0;128;2,44;125;0;128
"MY";"MY29";"Sandakan";"Hydrogen";4,35;164;0;128;0,08;164;0;128
"MY";"MY3";"Bintulu";"Hydrogen";14,38;134;0;128;1,3;134;0;128
"MY";"MY4";"Bukit Mertajam";"Hydrogen";61,54;66;1;75;17,97;89;4,54;6
"MY";"MY5";"Butterworth";"Hydrogen";24,75;103;0;128;14,37;98;0;128
"MY";"MY6";"Gelugor";"Hydrogen";18,73;121;0;128;4,59;120;0;128
"MY";"MY7";"George Town";"Hydrogen";22,74;109;0;128;10,15;104;0;128
"MY";"MY8";"Ipoh";"Hydrogen";29,1;90;0;128;23,27;76;0;128
"MY";"MY9";"Johor Bahru";"Hydrogen";20,74;115;0;128;6,31;113;0;128
"PH";"PH1";"Angeles";"Hydrogen";7,02;156;0;128;0,18;156;0;128
"PH";"PH12";"Cebu";"Hydrogen";11,04;144;0;128;0,39;144;0;128
"PH";"PH15";"Davao";"Hydrogen";0,33;176;0;128;0,02;176;0;128
"PH";"PH18";"General Santos";"Hydrogen";10,7;145;0;128;0,34;145;0;128
"PH";"PH2";"Bacolod";"Hydrogen";24,08;105;0;128;12,76;100;0;128
"PH";"PH21";"Iloilo";"Hydrogen";10,03;147;0;128;0,32;147;0;128
"PH";"PH29";"Lucena";"Hydrogen";4,68;163;0;128;0,09;163;0;128
"PH";"PH3";"Baguio";"Hydrogen";6,02;159;0;128;0,14;159;0;128
"PH";"PH32";"Manila";"Hydrogen";22,07;111;0;128;9,88;106;0;128
"PH";"PH35";"Olongapo";"Hydrogen";0,33;176;0;128;0,02;176;0;128
"PH";"PH41";"San Pablo";"Hydrogen";6,69;157;0;128;0,17;157;0;128
"PH";"PH46";"Tarlac";"Hydrogen";8,03;153;0;128;0,23;153;0;128
"PH";"PH49";"San Carlos";"Hydrogen";8,36;152;0;128;0,24;152;0;128
"PH";"PH5";"Batangas";"Hydrogen";19,73;118;0;128;5,15;116;0;128
"PH";"PH50";"San Carlos";"Hydrogen";8,36;152;0;128;0,24;152;0;128
"PH";"PH51";"San Fernando";"Hydrogen";15,05;132;0;128;1,4;132;0;128
"PH";"PH52";"San Fernando";"Hydrogen";15,05;132;0;128;1,4;132;0;128
"PH";"PH9";"Cagayan de Oro";"Hydrogen";18,39;122;0;128;4,03;122;0;128
"SG";"SGZZZ";"Singapore";"Hydrogen";75,25;40;29;22;29,43;64;0,85;54
"TH";"TH1";"Bangkok";"Hydrogen";30,77;86;0;128;27,33;68;0;128
"TH";"TH10";"Nakhon Si Thammarat";"Hydrogen";21,07;114;0;128;7,61;110;0;128
"TH";"TH11";"Nonthaburi";"Hydrogen";26,42;98;0;128;17,53;92;0;128
"TH";"TH12";"Phitsanulok";"Hydrogen";22,41;110;0;128;10,1;105;0;128
"TH";"TH13";"Rayong";"Hydrogen";29,43;89;0;128;23,5;75;0;128
"TH";"TH14";"Samut Prakan";"Hydrogen";27,42;95;0;128;20,29;84;0;128
"TH";"TH16";"Surat Thani";"Hydrogen";20,4;116;0;128;5,37;114;0;128
"TH";"TH17";"Ubon Ratchathani";"Hydrogen";13,38;137;0;128;1;137;0;128
"TH";"TH18";"Udon Thani";"Hydrogen";12,37;140;0;128;0,6;140;0;128
"TH";"TH2";"Chiang Mai";"Hydrogen";23,08;108;0;128;10,5;103;0;128
"TH";"TH3";"Chon Buri";"Hydrogen";11,71;142;0;128;0,54;142;0;128
"TH";"TH5";"Khlong Luang";"Hydrogen";28,43;92;0;128;22,16;78;0;128
"TH";"TH6";"Khon Kaen";"Hydrogen";9,03;150;0;128;0,25;150;0;128
"TH";"TH7";"Lampang";"Hydrogen";7,69;154;0;128;0,22;154;0;128
"TH";"TH8";"Nakhon Pathom";"Hydrogen";26,09;99;0;128;16,6;93;0;128
"TH";"TH9";"Nakhon Ratchasima";"Hydrogen";19,06;120;0;128;4,82;119;0;128
"TW";"TW000";"Chinese Taipei";"Hydrogen";63,55;63;10;42;18,49;88;0,39;70
"CN";"CN12";"Beijing";"Biofuels";68,37;51;39;10;2,38;132;0,28;79
"CN";"CN126";"Nanchang";"Biofuels";56,46;80;1;78;37,64;44;0,38;74
"CN";"CN128";"Nanning";"Biofuels";88,1;20;7;42;52,05;17;3,99;14
"CN";"CN153";"Shijiazhuang";"Biofuels";57,14;79;1;78;41,37;34;0,2;82
"CN";"CN161";"Taiyuan";"Biofuels";54,42;84;1;78;31,65;60;0,41;71
"CN";"CN164";"Urumqi";"Biofuels";79,59;34;3;56;38,55;41;8,12;9
"CN";"CN167";"Wuhan";"Biofuels";69,05;50;10;31;25,43;77;0,49;69
"CN";"CN169";"Xian";"Biofuels";75,85;41;6;44;37,73;43;1,05;45
"CN";"CN17";"Changsha";"Biofuels";95,92;4;16;20;55,48;8;2,36;20
"CN";"CN191";"Shenzhen";"Biofuels";65,31;62;28;12;0,86;144;0,1;86
"CN";"CN20";"Chengdu";"Biofuels";81,97;28;8;36;52,17;16;0,76;57
"CN";"CN23";"Chongqing";"Biofuels";60,2;76;3;56;20,52;84;0,5;68
"CN";"CN238";"Changchun";"Biofuels";71,43;47;3;56;31,67;59;1,71;30
"CN";"CN277";"Hangzhou";"Biofuels";67,35;55;13;26;12,49;94;0,23;81
"CN";"CN280";"Harbin";"Biofuels";81,97;28;3;56;51,55;18;2,35;21
"CN";"CN282";"Hefei";"Biofuels";68,03;52;5;46;29,8;63;0,8;53
"CN";"CN335";"Nanjing";"Biofuels";93,88;10;88;4;50,76;19;1,02;46
"CN";"CN357";"Shanghai";"Biofuels";77,89;37;47;7;26,56;74;0,61;62
"CN";"CN362";"Shenyang";"Biofuels";97,28;2;22;16;55,25;9;2,46;19
"CN";"CN383";"Tianjin";"Biofuels";85,71;24;8;36;54,14;13;1,25;38
"CN";"CN393";"Weifang";"Biofuels";94,9;6;37;11;56,62;7;1,11;43
"CN";"CN400";"Xiamen";"Biofuels";88,78;18;23;15;40,39;38;1,42;37
"CN";"CN48";"Guangzhou";"Biofuels";74,83;43;42;8;14,26;90;0,4;72
"CN";"CN50";"Guiyang";"Biofuels";70,07;48;2;66;29,87;62;2,68;17
"CN";"CN64";"Inner Mongolia";"Biofuels";62,59;69;1;78;36,37;47;0,95;49
"CN";"CN95";"Kunming";"Biofuels";78,57;36;3;56;42,9;29;2,29;24
"CN";"CN98";"Lanzhou";"Biofuels";65,31;62;1;78;33,15;52;1,66;32
"ID";"ID102";"Tasikmalaya";"Biofuels";18,37;122;0;132;3,48;120;0;132
"ID";"ID107";"Yogyakarta";"Biofuels";61,9;71;2;66;6,07;111;160,09;1
"ID";"ID109";"Gorontalo";"Biofuels";14,63;133;0;132;2,5;131;0;132
"ID";"ID14";"Bogor";"Biofuels";18,37;122;0;132;3,48;120;0;132
"ID";"ID2";"Balikpapan";"Biofuels";8,84;150;0;132;0,37;150;0;132
"ID";"ID27";"Denpasar";"Biofuels";3,4;166;0;132;0,03;166;0;132
"ID";"ID30";"Gresik";"Biofuels";7,82;153;0;132;0,16;153;0;132
"ID";"ID33";"Jakarta";"Biofuels";65,31;62;1;78;26,6;73;6,23;11
"ID";"ID4";"Bandung";"Biofuels";64,63;64;1;78;21,54;83;37,35;4
"ID";"ID41";"Klaten";"Biofuels";2,38;169;0;132;0,02;169;0;132
"ID";"ID42";"Kudus";"Biofuels";5,78;159;0;132;0,09;159;0;132
"ID";"ID51";"Magelang";"Biofuels";2,38;169;0;132;0,02;169;0;132
"ID";"ID52";"Malang";"Biofuels";22,45;110;0;132;8;106;0;132
"ID";"ID55";"Medan";"Biofuels";8,5;151;0;132;0,27;151;0;132
"ID";"ID7";"Batam";"Biofuels";11,9;141;0;132;1,08;140;0;132
"ID";"ID70";"Pemalang";"Biofuels";2,38;169;0;132;0,02;169;0;132
"ID";"ID85";"Semarang";"Biofuels";20,07;117;0;132;4,04;115;0;132
"ID";"ID88";"Sidoarjo";"Biofuels";2,38;169;0;132;0,02;169;0;132
"ID";"ID9";"Batu";"Biofuels";6,46;157;0;132;0,1;157;0;132
"ID";"ID91";"Subang";"Biofuels";21,43;113;0;132;6,54;110;0;132
"ID";"ID92";"Sukabumi";"Biofuels";5,44;160;0;132;0,08;160;0;132
"ID";"ID93";"Sumedang";"Biofuels";14,97;132;0;132;2,77;130;0;132
"ID";"ID95";"Surabaya";"Biofuels";17,01;126;0;132;3,29;124;0;132
"ID";"ID97";"Tanjung Balai-Meral";"Biofuels";9,86;147;0;132;0,56;147;0;132
"JP";"JPA01";"Hokkaido";"Biofuels";87,76;21;8;36;53,49;14;2;28
"JP";"JPB02";"Aomori";"Biofuels";28,23;95;0;132;28,69;67;0;132
"JP";"JPB03";"Iwate";"Biofuels";29,59;91;0;132;32,87;56;0;132
"JP";"JPB04";"Miyagi";"Biofuels";65,31;62;3;56;36,15;48;0,55;64
"JP";"JPB05";"Akita";"Biofuels";30,27;90;0;132;33,07;54;0;132
"JP";"JPB06";"Yamagata";"Biofuels";29,25;92;0;132;32,47;58;0;132
"JP";"JPB07";"Fukushima";"Biofuels";30,61;89;0;132;35,5;49;0;132
"JP";"JPC08";"Ibaraki";"Biofuels";91,16;16;39;10;41,8;32;1,15;40
"JP";"JPC09";"Tochigi";"Biofuels";61,9;71;3;56;33,05;55;0,36;76
"JP";"JPC10";"Gumma";"Biofuels";69,73;49;8;36;28,78;66;0,78;56
"JP";"JPC19";"Yamanashi";"Biofuels";52,38;86;1;78;24,49;80;0,36;76
"JP";"JPC20";"Nagano";"Biofuels";55,78;82;2;66;24,73;79;0,25;80
"JP";"JPD13";"Tokyo";"Biofuels";79,93;32;285;1;28,19;68;0,5;68
"JP";"JPE15";"Niigata";"Biofuels";93,88;10;15;22;48,62;22;2,76;15
"JP";"JPE16";"Toyama";"Biofuels";65,65;58;3;56;33,08;53;0,72;58
"JP";"JPE17";"Ishikawa";"Biofuels";55,1;83;1;78;33,72;51;0,38;74
"JP";"JPE18";"Fukui";"Biofuels";63,27;67;2;66;36,83;45;0,62;61
"JP";"JPF21";"Gifu";"Biofuels";61,22;74;1;78;48,71;21;0,33;78
"JP";"JPF22";"Shizuoka";"Biofuels";61,56;73;5;46;23,48;82;0,14;84
"JP";"JPF23";"Aichi";"Biofuels";84,69;25;75;5;32,65;57;1,02;46
"JP";"JPF24";"Mie";"Biofuels";48,3;87;1;78;10;100;0,07;87
"JP";"JPG25";"Shiga";"Biofuels";67,69;54;8;36;26,85;72;0,45;70
"JP";"JPG26";"Kyoto";"Biofuels";68,03;52;13;26;19,01;86;0,2;82
"JP";"JPG27";"Osaka";"Biofuels";92,86;12;117;3;43,76;27;0,99;48
"JP";"JPG29";"Nara";"Biofuels";63,61;65;3;56;26,42;75;1,06;44
"JP";"JPG30";"Wakayama";"Biofuels";95,92;4;27;14;41,73;33;9,09;8
"JP";"JPH31";"Tottori";"Biofuels";61,9;71;1;78;30,79;61;1,51;36
"JP";"JPH32";"Shimane";"Biofuels";28,91;93;0;132;29,09;64;0;132
"JP";"JPH33";"Okayama";"Biofuels";91,5;14;11;29;54,84;11;2,03;26
"JP";"JPH34";"Hiroshima";"Biofuels";73,47;45;7;42;39,37;40;0,71;59
"JP";"JPH35";"Yamaguchi";"Biofuels";86,39;22;11;29;42,84;30;2,01;27
"JP";"JPI36";"Tokushima";"Biofuels";28,57;94;0;132;28,85;65;0;132
"JP";"JPI37";"Kagawa";"Biofuels";72,79;46;7;42;26,96;71;1,69;31
"JP";"JPI38";"Ehime";"Biofuels";66,33;57;3;56;41,05;35;0,4;72
"JP";"JPI39";"Kochi";"Biofuels";26,19;100;0;132;18,23;87;0;132
"JP";"JPJ40";"Fukuoka";"Biofuels";95,24;5;16;20;58,13;5;1,77;29
"JP";"JPJ41";"Saga";"Biofuels";74,15;44;2;66;42,3;31;2,08;25
"JP";"JPJ42";"Nagasaki";"Biofuels";85,71;24;6;44;43,53;28;4,58;13
"JP";"JPJ43";"Kumamoto";"Biofuels";56,12;81;2;66;12,71;93;0,53;65
"JP";"JPJ44";"Oita";"Biofuels";27,55;97;0;132;25,48;76;0;132
"JP";"JPJ45";"Miyazaki";"Biofuels";65,65;58;1;78;35,39;50;1,62;33
"JP";"JPJ46";"Kagoshima";"Biofuels";27,89;96;0;132;27,78;69;0;132
"JP";"JPJ47";"Okinawa";"Biofuels";31,63;88;0;132;39,96;39;0;132
"KH";"KH2";"Kampong Saom";"Biofuels";1,36;172;0;132;0,01;172;0;132
"KH";"KH3";"Phnom Penh";"Biofuels";58,5;78;1;78;6,95;107;56,03;3
"KP";"KP14";"Sariwon";"Biofuels";7,14;155;0;132;0,12;155;0;132
"KP";"KP2";"Haeju";"Biofuels";59,52;77;1;78;8,58;103;112,06;2
"KP";"KP3";"Hamhung";"Biofuels";0;176;0;132;0;176;0;132
"KR";"KR011";"Seoul";"Biofuels";77,55;38;147;2;11,57;96;0,57;63
"KR";"KR012";"Incheon";"Biofuels";91,5;14;20;17;54,26;12;1,12;42
"KR";"KR021";"Busan";"Biofuels";91,16;16;19;18;50,33;20;1,57;34
"KR";"KR022";"Ulsan";"Biofuels";94,9;6;13;26;62,07;2;2,66;18
"KR";"KR023";"Gyeongsangnam-do";"Biofuels";100;1;28;12;62,15;1;2,7;16
"KR";"KR031";"Daegu";"Biofuels";75,17;42;8;36;36,57;46;0,79;54
"KR";"KR032";"Gyeongsangbuk-do";"Biofuels";83,33;26;11;29;48,06;24;0,86;52
"KR";"KR041";"Gwangju";"Biofuels";81,29;30;7;42;48,39;23;1,14;41
"KR";"KR042";"Jeollabuk-do";"Biofuels";94,56;8;13;26;59,28;4;2,3;23
"KR";"KR043";"Jeollanam-do";"Biofuels";76,19;40;4;48;46,96;25;0,79;54
"KR";"KR051";"Daejeon";"Biofuels";80,27;31;59;6;27,44;70;0,94;50
"KR";"KR052";"Chungcheongbuk-do";"Biofuels";88,78;18;9;32;57,36;6;1,22;39
"KR";"KR053";"Chungcheongnam-do";"Biofuels";91,5;14;14;23;55,11;10;1,51;36
"KR";"KR061";"Gangwon-do";"Biofuels";78,57;36;4;48;53,27;15;0,93;51
"KR";"KR071";"Jeju-do";"Biofuels";63,27;67;1;78;46,09;26;0,52;66
"LA";"LA4";"Vientiane";"Biofuels";4,08;164;0;132;0,05;164;0;132
"MM";"MM18";"Yangon";"Biofuels";4,76;162;0;132;0,06;162;0;132
"MM";"MM5";"Mandalay";"Biofuels";0;176;0;132;0;176;0;132
"MN";"MN1";"Ulaanbaatar";"Biofuels";23,81;106;0;132;9,98;101;0;132
"MY";"MY1";"Alor Setar";"Biofuels";10,54;145;0;132;0,67;145;0;132
"MY";"MY12";"Kota Kinabalu";"Biofuels";21,77;112;0;132;6,88;109;0;132
"MY";"MY13";"Kuala Lumpur";"Biofuels";76,87;39;3;56;40,51;37;2,34;22
"MY";"MY14";"Kuala Terengganu";"Biofuels";9,18;149;0;132;0,38;149;0;132
"MY";"MY15";"Kuantan";"Biofuels";19,05;120;0;132;3,75;118;0;132
"MY";"MY16";"Kuching";"Biofuels";17,35;125;0;132;3,33;123;0;132
"MY";"MY17";"Kulim";"Biofuels";19,73;118;0;132;3,85;116;0;132
"MY";"MY19";"Melaka";"Biofuels";24,15;105;0;132;10,1;99;0;132
"MY";"MY2";"Batu Pahat";"Biofuels";23,47;107;0;132;9,39;102;0;132
"MY";"MY21";"Pasir Gudang";"Biofuels";13,61;136;0;132;1,84;135;0;132
"MY";"MY22";"Rawang";"Biofuels";11,56;142;0;132;1,02;141;0;132
"MY";"MY24";"Seremban";"Biofuels";25,17;103;0;132;10,3;97;0;132
"MY";"MY25";"Sibu";"Biofuels";2,38;169;0;132;0,02;169;0;132
"MY";"MY26";"Sungai Petani";"Biofuels";22,79;109;0;132;8,36;105;0;132
"MY";"MY27";"Taiping";"Biofuels";17,69;124;0;132;3,34;122;0;132
"MY";"MY29";"Sandakan";"Biofuels";9,52;148;0;132;0,5;148;0;132
"MY";"MY3";"Bintulu";"Biofuels";17,01;126;0;132;3,29;124;0;132
"MY";"MY4";"Bukit Mertajam";"Biofuels";24,49;104;0;132;10,19;98;0;132
"MY";"MY5";"Butterworth";"Biofuels";60,54;75;1;78;12,99;92;7,37;10
"MY";"MY6";"Gelugor";"Biofuels";16,33;128;0;132;3,17;126;0;132
"MY";"MY7";"George Town";"Biofuels";15,99;129;0;132;3,16;127;0;132
"MY";"MY8";"Ipoh";"Biofuels";20,41;116;0;132;4,16;114;0;132
"MY";"MY9";"Johor Bahru";"Biofuels";23,13;108;0;132;8,45;104;0;132
"PH";"PH1";"Angeles";"Biofuels";0;176;0;132;0;176;0;132
"PH";"PH12";"Cebu";"Biofuels";6,46;157;0;132;0,1;157;0;132
"PH";"PH15";"Davao";"Biofuels";6,46;157;0;132;0,1;157;0;132
"PH";"PH18";"General Santos";"Biofuels";12,93;138;0;132;1,38;138;0;132
"PH";"PH2";"Bacolod";"Biofuels";20,75;115;0;132;4,72;113;0;132
"PH";"PH21";"Iloilo";"Biofuels";12,93;138;0;132;1,38;138;0;132
"PH";"PH29";"Lucena";"Biofuels";3,4;166;0;132;0,03;166;0;132
"PH";"PH3";"Baguio";"Biofuels";4,76;162;0;132;0,06;162;0;132
"PH";"PH32";"Manila";"Biofuels";25,85;101;0;132;15,63;89;0;132
"PH";"PH35";"Olongapo";"Biofuels";1,36;172;0;132;0,01;172;0;132
"PH";"PH41";"San Pablo";"Biofuels";5,1;161;0;132;0,07;161;0;132
"PH";"PH46";"Tarlac";"Biofuels";12,24;140;0;132;1,36;139;0;132
"PH";"PH49";"San Carlos";"Biofuels";10,88;144;0;132;0,95;142;0;132
"PH";"PH5";"Batangas";"Biofuels";15,65;130;0;132;2,88;128;0;132
"PH";"PH50";"San Carlos";"Biofuels";10,88;144;0;132;0,95;142;0;132
"PH";"PH51";"San Fernando";"Biofuels";14,29;134;0;132;2,19;134;0;132
"PH";"PH52";"San Fernando";"Biofuels";14,29;134;0;132;2,19;134;0;132
"PH";"PH9";"Cagayan de Oro";"Biofuels";15,65;130;0;132;2,88;128;0;132
"SG";"SGZZZ";"Singapore";"Biofuels";82,65;27;18;19;40,89;36;0,7;60
"TH";"TH1";"Bangkok";"Biofuels";93,54;11;9;32;59,9;3;4,71;12
"TH";"TH10";"Nakhon Si Thammarat";"Biofuels";25,51;102;0;132;11,94;95;0;132
"TH";"TH11";"Nonthaburi";"Biofuels";79,93;32;3;56;38,29;42;16,32;6
"TH";"TH12";"Phitsanulok";"Biofuels";18,71;121;0;132;3,56;119;0;132
"TH";"TH13";"Rayong";"Biofuels";26,53;99;0;132;24,05;81;0;132
"TH";"TH14";"Samut Prakan";"Biofuels";63,27;67;1;78;19,51;85;10,99;7
"TH";"TH16";"Surat Thani";"Biofuels";19,39;119;0;132;3,83;117;0;132
"TH";"TH17";"Ubon Ratchathani";"Biofuels";13,27;137;0;132;1,52;136;0;132
"TH";"TH18";"Udon Thani";"Biofuels";7,48;154;0;132;0,15;154;0;132
"TH";"TH2";"Chiang Mai";"Biofuels";22,11;111;0;132;6,93;108;0;132
"TH";"TH3";"Chon Buri";"Biofuels";10,2;146;0;132;0,57;146;0;132
"TH";"TH5";"Khlong Luang";"Biofuels";27,21;98;0;132;25,35;78;0;132
"TH";"TH6";"Khon Kaen";"Biofuels";0;176;0;132;0;176;0;132
"TH";"TH7";"Lampang";"Biofuels";8,16;152;0;132;0,17;152;0;132
"TH";"TH8";"Nakhon Pathom";"Biofuels";67,01;56;2;66;17,33;88;25,47;5
"TH";"TH9";"Nakhon Ratchasima";"Biofuels";21,09;114;0;132;5,86;112;0;132
"TW";"TW000";"Chinese Taipei";"Biofuels";53,4;85;2;66;13,53;91;0,1;86
"CN";"CN12";"Beijing";"Batteries";66,88;54;483;12;9,78;102;0,48;85
"CN";"CN126";"Nanchang";"Batteries";84,74;24;42;47;60,87;10;2,26;16
"CN";"CN128";"Nanning";"Batteries";67,53;52;11;64;47,73;24;0,89;61
"CN";"CN153";"Shijiazhuang";"Batteries";86,69;18;65;38;60,92;9;1,84;25
"CN";"CN161";"Taiyuan";"Batteries";60,06;68;11;64;31,05;55;0,63;76
"CN";"CN164";"Urumqi";"Batteries";24,68;100;0;138;21,26;77;0;138
"CN";"CN167";"Wuhan";"Batteries";59,74;69;62;40;20,58;80;0,43;89
"CN";"CN169";"Xian";"Batteries";68,18;51;29;54;44;29;0,72;71
"CN";"CN17";"Changsha";"Batteries";89,61;12;87;31;69,82;2;1,82;26
"CN";"CN191";"Shenzhen";"Batteries";75,97;38;2015;4;17,11;86;0,97;55
"CN";"CN20";"Chengdu";"Batteries";66,23;55;62;40;24,13;69;0,84;66
"CN";"CN23";"Chongqing";"Batteries";75,32;39;48;44;40,56;34;1,13;45
"CN";"CN238";"Changchun";"Batteries";62,01;66;10;66;37,28;46;0,81;67
"CN";"CN277";"Hangzhou";"Batteries";66,88;54;228;16;12,36;95;0,57;81
"CN";"CN280";"Harbin";"Batteries";59,42;70;7;70;33,79;51;0,78;68
"CN";"CN282";"Hefei";"Batteries";65,58;58;33;51;34,44;49;0,75;70
"CN";"CN335";"Nanjing";"Batteries";86,69;18;604;11;46,18;25;1;52
"CN";"CN357";"Shanghai";"Batteries";81,17;30;618;10;26,62;61;1,14;44
"CN";"CN362";"Shenyang";"Batteries";82,79;27;78;34;53,78;17;1,23;39
"CN";"CN383";"Tianjin";"Batteries";65,58;58;39;49;26,02;63;0,87;63
"CN";"CN393";"Weifang";"Batteries";74,35;41;180;19;25,87;64;0,77;69
"CN";"CN400";"Xiamen";"Batteries";98,7;3;930;8;58,64;12;8,11;2
"CN";"CN48";"Guangzhou";"Batteries";83,12;26;864;9;30,91;57;1,17;41
