"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL11","A01B",1,0.92,48.04,64.62,"north"
"NL12","A01B",2,2.71,31.99,64.62,"north"
"NL13","A01B",0,0,18.14,64.62,"north"
"NL11","A01C",2,2.96,25.19,58.02,"north"
"NL13","A01C",0,0,23.09,58.02,"north"
"NL12","A01C",2,4.37,41.83,58.02,"north"
"NL11","A01D",2,1.33,37.19,51.08,"north"
"NL13","A01D",0,0,35.46,51.08,"north"
"NL12","A01D",0,0,57.08,51.08,"north"
"NL11","A01F",2,3.41,61.19,54.75,"north"
"NL12","A01F",4,10.08,34.97,54.75,"north"
"NL13","A01F",1,3.79,9.97,54.75,"north"
"NL13","A01G",3,5.77,24.89,45.53,"north"
"NL12","A01G",3,3.84,42.13,45.53,"north"
"NL11","A01G",2,1.73,36.7,45.53,"north"
"NL13","A01H",0,0,33.33,45.94,"north"
"NL12","A01H",0,0,37.2,45.94,"north"
"NL11","A01H",0,0,83.33,45.94,"north"
"NL13","A01J",3,33.7,40.91,60.12,"north"
"NL12","A01J",8,59.84,62.66,60.12,"north"
"NL11","A01J",2,10.13,56.17,60.12,"north"
"NL13","A01K",0,0,31.31,41.21,"north"
"NL11","A01K",2,1.58,44.85,41.21,"north"
"NL12","A01K",6,6.99,31.53,41.21,"north"
"NL13","A01L",0,0,11.89,63.83,"north"
"NL12","A01L",0,0,25.41,63.83,"north"
"NL11","A01L",0,0,42.16,63.83,"north"
"NL11","A01M",0,0,35.36,49.8,"north"
"NL13","A01M",0,0,26.45,49.8,"north"
"NL12","A01M",0,0,42.72,49.8,"north"
"NL13","A01N",1,0.92,24.46,39.24,"north"
"NL11","A01N",5,2.08,63.7,39.24,"north"
"NL12","A01N",0,0,23.87,39.24,"north"
"NL13","A01P",0,0,14.12,49.44,"north"
"NL11","A01P",1,2.4,80.71,49.44,"north"
"NL12","A01P",0,0,15.76,49.44,"north"
"NL13","A21B",0,0,42.7,63.85,"north"
"NL11","A21B",0,0,17.53,63.85,"north"
"NL12","A21B",0,0,45.17,63.85,"north"
"NL13","A21C",0,0,42.43,67.73,"north"
"NL11","A21C",0,0,29.21,67.73,"north"
"NL12","A21C",0,0,45.2,67.73,"north"
"NL13","A21D",0,0,52.23,51.32,"north"
"NL11","A21D",0,0,51.91,51.32,"north"
"NL12","A21D",0,0,48.73,51.32,"north"
"NL13","A22B",0,0,10.46,53.23,"north"
"NL11","A22B",0,0,69.13,53.23,"north"
"NL12","A22B",0,0,23.21,53.23,"north"
"NL12","A22C",0,0,48.01,52.5,"north"
"NL11","A22C",1,2.83,35.28,52.5,"north"
"NL13","A22C",0,0,26.84,52.5,"north"
"NL13","A23B",0,0,55.72,45.49,"north"
"NL12","A23B",2,10.26,51.59,45.49,"north"
"NL11","A23B",0,0,64.92,45.49,"north"
"NL13","A23C",4,14.07,66.15,45.43,"north"
"NL11","A23C",3,4.76,69.24,45.43,"north"
"NL12","A23C",3,7.02,58.94,45.43,"north"
"NL13","A23D",1,7.82,59.21,47.03,"north"
"NL11","A23D",2,7.05,59.02,47.03,"north"
"NL12","A23D",0,0,53.38,47.03,"north"
"NL11","A23F",0,0,50,57.12,"north"
"NL13","A23F",1,8.02,66.81,57.12,"north"
"NL12","A23F",0,0,59.51,57.12,"north"
"NL13","A23G",1,4.03,57.41,53.26,"north"
"NL11","A23G",1,1.82,44.6,53.26,"north"
"NL12","A23G",1,2.69,47.19,53.26,"north"
"NL13","A23J",2,10.45,67.12,44.52,"north"
"NL11","A23J",10,23.57,65.76,44.52,"north"
"NL12","A23J",1,3.48,57.92,44.52,"north"
"NL13","A23K",3,7.65,51.15,43.09,"north"
"NL12","A23K",0,0,53.04,43.09,"north"
"NL11","A23K",4,4.6,70.72,43.09,"north"
"NL13","A23L",6,3.94,52.84,33.51,"north"
"NL11","A23L",9,2.67,58.99,33.51,"north"
"NL12","A23L",4,1.75,48.13,33.51,"north"
"NL11","A23N",1,6.73,50.24,54.54,"north"
"NL13","A23N",1,14.92,49.27,54.54,"north"
"NL12","A23N",0,0,48.54,54.54,"north"
"NL11","A23P",0,0,65.41,50.65,"north"
"NL13","A23P",3,12.63,62.84,50.65,"north"
"NL12","A23P",1,2.8,52.7,50.65,"north"
"NL11","A23V",6,3.18,63.48,37.71,"north"
"NL13","A23V",1,1.17,57.35,37.71,"north"
"NL12","A23V",2,1.56,50.53,37.71,"north"
"NL13","A23Y",0,0,67.78,51.86,"north"
"NL11","A23Y",0,0,94.22,51.86,"north"
"NL12","A23Y",0,0,72.95,51.86,"north"
"NL12","A24B",0,0,9.54,50.91,"north"
"NL13","A24B",0,0,5.93,50.91,"north"
"NL11","A24B",1,1.32,21.39,50.91,"north"
"NL13","A24C",0,0,6.23,52.21,"north"
"NL11","A24C",0,0,33.13,52.21,"north"
"NL12","A24C",0,0,12.01,52.21,"north"
"NL11","A24D",0,0,35.17,45.28,"north"
"NL12","A24D",0,0,8.52,45.28,"north"
"NL13","A24D",0,0,2.88,45.28,"north"
"NL13","A24F",0,0,8.13,45.96,"north"
"NL12","A24F",0,0,10.19,45.96,"north"
"NL11","A24F",0,0,48.48,45.96,"north"
"NL13","A41B",0,0,8.32,63.33,"north"
"NL11","A41B",0,0,16.09,63.33,"north"
"NL12","A41B",0,0,9.95,63.33,"north"
"NL13","A41C",0,0,10.16,59.72,"north"
"NL11","A41C",0,0,10.48,59.72,"north"
"NL12","A41C",0,0,4.13,59.72,"north"
"NL13","A41D",0,0,10.02,51.92,"north"
"NL11","A41D",0,0,12.63,51.92,"north"
"NL12","A41D",0,0,10.54,51.92,"north"
"NL11","A41F",0,0,2.53,66.2,"north"
"NL12","A41F",0,0,3.79,66.2,"north"
"NL13","A41F",0,0,2.74,66.2,"north"
"NL11","A41G",0,0,9.95,65.67,"north"
"NL13","A41G",0,0,11.52,65.67,"north"
"NL12","A41G",0,0,16.23,65.67,"north"
"NL11","A41H",0,0,12.24,72.43,"north"
"NL13","A41H",0,0,2.77,72.43,"north"
"NL12","A41H",0,0,7.85,72.43,"north"
"NL11","A42B",0,0,10.76,56.15,"north"
"NL12","A42B",0,0,10.76,56.15,"north"
"NL13","A42B",0,0,11.98,56.15,"north"
"NL11","A42C",0,0,3.47,69.8,"north"
"NL12","A42C",0,0,21.53,69.8,"north"
"NL13","A42C",0,0,12.5,69.8,"north"
"NL11","A43B",1,1.69,14.25,54.26,"north"
"NL12","A43B",0,0,14.01,54.26,"north"
"NL13","A43B",0,0,14.49,54.26,"north"
"NL11","A43C",0,0,39.24,68.35,"north"
"NL13","A43C",0,0,2.62,68.35,"north"
"NL12","A43C",0,0,6.84,68.35,"north"
"NL11","A43D",0,0,44.44,57.62,"north"
"NL12","A43D",0,0,13.71,57.62,"north"
"NL13","A43D",0,0,12.29,57.62,"north"
"NL11","A44B",0,0,5.65,66.85,"north"
"NL12","A44B",0,0,8.16,66.85,"north"
"NL13","A44B",0,0,8.01,66.85,"north"
"NL11","A44C",0,0,7.91,55,"north"
"NL13","A44C",0,0,4.93,55,"north"
"NL12","A44C",0,0,7.91,55,"north"
"NL13","A44D",0,0,3.11,67.67,"north"
"NL11","A44D",0,0,3.11,67.67,"north"
"NL12","A44D",0,0,3.11,67.67,"north"
"NL11","A45B",0,0,22.69,65.59,"north"
"NL13","A45B",0,0,26.89,65.59,"north"
"NL12","A45B",0,0,42.02,65.59,"north"
"NL13","A45C",0,0,18.95,57.99,"north"
"NL12","A45C",0,0,13.44,57.99,"north"
"NL11","A45C",0,0,13.17,57.99,"north"
"NL11","A45D",0,0,30.34,54.31,"north"
"NL13","A45D",0,0,43.49,54.31,"north"
"NL12","A45D",0,0,28.26,54.31,"north"
"NL12","A45F",0,0,15.04,58.57,"north"
"NL11","A45F",0,0,12.7,58.57,"north"
"NL13","A45F",0,0,17.23,58.57,"north"
"NL13","A46B",1,4.31,29.58,58.86,"north"
"NL12","A46B",0,0,17.72,58.86,"north"
"NL11","A46B",0,0,17.25,58.86,"north"
"NL12","A46D",0,0,12.76,75.92,"north"
"NL11","A46D",0,0,5.21,75.92,"north"
"NL13","A46D",0,0,70.05,75.92,"north"
"NL11","A47B",0,0,14.47,58.04,"north"
"NL13","A47B",1,1.72,30.83,58.04,"north"
"NL12","A47B",0,0,17.63,58.04,"north"
"NL11","A47C",0,0,13.93,57.08,"north"
"NL13","A47C",0,0,22.7,57.08,"north"
"NL12","A47C",0,0,15.74,57.08,"north"
