Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Reejigs,https://www.crunchbase.com/funding_round/reejigs-seed--9ff5e121,Reejigs,https://www.crunchbase.com/organization/reejigs,Seed,2200000,USD,2200000,2020-03-10,Seed,,,,Yes,"Reejig is a talent Intelligence platform that transforms the way companies discover, manage and mobilise their workforce","Artificial Intelligence (AI), EdTech, SaaS, Software",,"Sydney, New South Wales, Australia, Oceania",https://reejigs.com,,40200000,USD,40200000,Early Stage Venture,4,Right Click Capital,"Arun Krishnankutty, Right Click Capital",2,1,"5,248"
Series A - Golytec Automation,https://www.crunchbase.com/funding_round/golytec-automation-series-a--8b9f2988,Golytec Automation,https://www.crunchbase.com/organization/golytec-automation,Series A,30000000,CNY,4579593,2020-12-14,Early Stage Venture,,,,Yes,Golytec Automation is an intelligent automated manufacturing company that offers flexible magnetic levitation technology solutions.,"Industrial Automation, Intelligent Systems, Manufacturing",,"Minhang, Shanghai, China, Asia",https://www.golytec.com,,30000000,CNY,4579593,,3,Taiyou Fund,"CAS Star, Sharewin Investment, Taiyou Fund",3,,"17,592"
Venture Round - Trellis Data,https://www.crunchbase.com/funding_round/trellis-data-series-unknown--583c0f13,Trellis Data,https://www.crunchbase.com/organization/trellis-data,Venture - Series Unknown,3000000,USD,3000000,2020-12-17,,,,,Yes,Trellis Data specializes in artificial intelligence and machine learning solutions.,"Artificial Intelligence (AI), Information Technology, Machine Learning",,"Canberra, Australian Capital Territory, Australia, Oceania",https://trellisdata.com.au,,3000000,USD,3000000,,1,Main Sequence Ventures,Main Sequence Ventures,1,,"19,328"
Series A - Iristar,https://www.crunchbase.com/funding_round/iristar-series-a--cb19f5ed,Iristar,https://www.crunchbase.com/organization/iristar,Series A,20000000,CNY,2879272,2020-01-08,Early Stage Venture,,,,Yes,Iristar specializes in the field of artificial intelligence that provides long-distance iris recognition and human-computer interaction.,"Artificial Intelligence (AI), Facial Recognition, Human Computer Interaction, Software",,"Tianjin, Guangdong, China, Asia",http://www.iristar.com.cn,,23000000,CNY,3357504,Early Stage Venture,2,,"Ally Capital, Innolink Fund, Zhongke Haichuang",3,,"19,799"
Seed Round - Reface,https://www.crunchbase.com/funding_round/refaceai-seed--3fa7a824,Reface,https://www.crunchbase.com/organization/refaceai,Seed,5500000,USD,5500000,2020-12-08,Seed,,,,Yes,Reface is a product company from Ukraine developing generative AI tools for content creation,"Artificial Intelligence (AI), Digital Entertainment, Generative AI, Machine Learning, Mobile Apps, Software",,"Kyiv, Kyyiv, Ukraine, Europe",https://reface.ai,$10M to $50M,5500000,USD,5500000,Seed,4,Andreessen Horowitz,"Adam Leber, Andreessen Horowitz, Ilkka Paananen, Josh Elman, Serhiy Tokarev, Sriram Krishnan, TQ Ventures",7,1,"20,363"
Series B - Longmao Data,https://www.crunchbase.com/funding_round/longmao-data-series-b--3f91d6b0,Longmao Data,https://www.crunchbase.com/organization/longmao-data,Series B,33000000,CNY,4711257,2020-02-27,Early Stage Venture,,,,Yes,Longmao Data specializes in offering data services intended for artificial intelligence platforms.,"Artificial Intelligence (AI), Big Data, Database",,"Beijing, Beijing, China, Asia",https://www.longmaosoft.com,,9711257,USD,9711257,Early Stage Venture,2,"GSR Ventures, Korea Investment Partners","Buhuo Ventures, GSR Ventures, Hongcheng Capital, Korea Investment Partners",4,1,"20,737"
Seed Round - LightBeam.ai,https://www.crunchbase.com/funding_round/lightbeam-ai-seed--0fdd31b4,LightBeam.ai,https://www.crunchbase.com/organization/lightbeam-ai,Seed,4500000,USD,4500000,2020-12-01,Seed,,,,Yes,"LightBeam.ai employs a zero-trust data protection approach to streamline and unify data security, privacy, and AI governance.","Artificial Intelligence (AI), Compliance, Information Services, Privacy, Security, Software",,"Palo Alto, California, United States, North America",https://www.lightbeam.ai,,22300000,USD,22300000,Early Stage Venture,2,8VC,"8VC, Monta Vista Capital, Village Global",3,3,"23,955"
Series A - Tiliter,https://www.crunchbase.com/funding_round/tiliter-series-a--e79c2047,Tiliter,https://www.crunchbase.com/organization/tiliter,Series A,6800000,AUD,4793996,2020-10-20,Early Stage Venture,,,,Yes,AI Computer Vision for Retail,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Retail Technology, Software",,"Sydney, New South Wales, Australia, Oceania",https://www.tiliter.com/,$1M to $10M,5365936,USD,5365936,,7,Investec,"AngelList, Bossanova Investimentos, Brendan Hill, Eleanor Venture, Flying Fox Ventures, Investec",6,,"28,401"
Seed Round - CarbonChain,https://www.crunchbase.com/funding_round/carbonchain-io-seed--d08b2925,CarbonChain,https://www.crunchbase.com/organization/carbonchain-io,Seed,2000000,USD,2000000,2020-09-01,Seed,,,,Yes,"CarbonChain develops a carbon accounting platform that enables companies to track, report, and reduce their supply chain emissions.","Artificial Intelligence (AI), Logistics, Software, Supply Chain Management",,"London, England, United Kingdom, Europe",https://carbonchain.com,$1M to $10M,12125000,USD,12125000,Early Stage Venture,5,Lowercarbon Capital,"Aera VC, Amasia, Blackbird Ventures, Lowercarbon Capital, MAVA Ventures, Pioneer Fund, Starlight Ventures",7,,"29,101"
Seed Round - Devron,https://www.crunchbase.com/funding_round/devron-seed--e14f8cc9,Devron,https://www.crunchbase.com/organization/devron,Seed,2999988,USD,2999988,2020-11-23,Seed,,,,Yes,Devron is a developer of a data science and machine learning product platform enabling insight from distributed data sets.,"Artificial Intelligence (AI), Machine Learning, Software, Software Engineering",,"New York, New York, United States, North America",https://www.devron.ai,$1M to $10M,28814987,USD,28814987,,3,FinTech Collective,"Afore Capital, Essence VC, FinTech Collective",3,,"30,684"
