Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Exa,https://www.crunchbase.com/funding_round/exa-1b30-seed--b69afb02,Exa,https://www.crunchbase.com/organization/exa-1b30,Seed,5000000,USD,5000000,2022-01-01,Seed,,,,Yes,Exa is an AI research center that is reinventing the quest for AI.,"Generative AI, Search Engine",,"California, Kentucky, United States, North America",https://exa.ai,,22000000,USD,22000000,Early Stage Venture,2,,,,,"2,179"
Seed Round - Decagon,https://www.crunchbase.com/funding_round/decagon-485e-seed--7534db55,Decagon,https://www.crunchbase.com/organization/decagon-485e,Seed,5000000,USD,5000000,2023-01-01,Seed,,,,Yes,Decagon creates generative AI for building customer service agents that work much more like humans.,"Artificial Intelligence (AI), Software",,"San Francisco, California, United States, North America",https://decagon.ai/,,35000000,USD,35000000,Early Stage Venture,2,Andreessen Horowitz,Andreessen Horowitz,1,1,"2,973"
Convertible Note - Preligens,https://www.crunchbase.com/funding_round/earthcube-convertible-note--f9e04c0c,Preligens,https://www.crunchbase.com/organization/earthcube,Convertible Note,10200000,EUR,10881834,2023-03-01,,,,,No,We develop pioneering technology to empower analysts to take smart actions for a safer world,"Aerospace, Artificial Intelligence (AI), Computer Vision, Information Technology, Machine Learning, Satellite Communication",,"Paris, Ile-de-France, France, Europe",http://www.preligens.com,$1M to $10M,34200000,EUR,39184596,Early Stage Venture,7,Wendel,Wendel,1,,"4,193"
Funding Round - Affinda,https://www.crunchbase.com/funding_round/affinda-undisclosed--b3483d4a,Affinda,https://www.crunchbase.com/organization/affinda,Funding Round,12900000,USD,12900000,2022-01-01,,60000000,USD,60000000,Yes,"AI-powered information extraction solution provider, for the automation of high-volume document workflows","Artificial Intelligence (AI), Machine Learning",,"Melbourne, Victoria, Australia, Oceania",https://affinda.com/,$1M to $10M,22900000,USD,22900000,,2,,,,,"5,142"
Seed Round - Wink,https://www.crunchbase.com/funding_round/wink-86c3-seed--920e6ee6,Wink,https://www.crunchbase.com/organization/wink-86c3,Seed,5859400,USD,5859400,2023-01-09,Seed,,,,Yes,Wink’s biometric identity and payments platform is a SaaS solution that enables passwordless authentication and handsfree™ payments.,"Artificial Intelligence (AI), Biometrics, FinTech, Machine Learning, Payments, Retail Technology, SaaS",,"Plano, Texas, United States, North America",http://www.wink.cloud/,$1M to $10M,8709400,USD,8709400,Seed,2,CerraCap Ventures,"CerraCap Ventures, Flying Point Industries",2,2,"7,145"
Series A - Reejigs,https://www.crunchbase.com/funding_round/reejigs-series-a--540786dd,Reejigs,https://www.crunchbase.com/organization/reejigs,Series A,15000000,USD,15000000,2022-02-14,Early Stage Venture,,,,Yes,"Reejig is a talent Intelligence platform that transforms the way companies discover, manage and mobilise their workforce","Artificial Intelligence (AI), EdTech, SaaS, Software",,"Sydney, New South Wales, Australia, Oceania",https://reejigs.com,,40200000,USD,40200000,Early Stage Venture,4,Skip Capital,"Airtree Ventures, Didier Elzinga, Greta Bradman, Right Click Capital, Skip Capital",5,1,"8,602"
Venture Round - TackleAI,https://www.crunchbase.com/funding_round/tackle-ai-series-unknown--40ae31c9,TackleAI,https://www.crunchbase.com/organization/tackle-ai,Venture - Series Unknown,6095000,USD,6095000,2023-02-02,,,,,Yes,TackleAI is a collection of proprietary neural networks that automatically discover data on any type of document or image.,"Artificial Intelligence (AI), Ediscovery, Finance, Insurance, Legal, Machine Learning, Publishing, Software","Hispanic / Latine Founded, Hispanic / Latine Led, Women Led","Schaumburg, Illinois, United States, North America",http://www.tackleai.com,$1M to $10M,12929932,USD,12929932,,6,,,,,"8,379"
Seed Round - DeepKeep,https://www.crunchbase.com/funding_round/deepkeep-seed--6e38b02d,DeepKeep,https://www.crunchbase.com/organization/deepkeep,Seed,10000000,USD,10000000,2022-05-01,Seed,,,,Yes,AI-Native Security for GenAI,"Computer, Machine Learning, Network Security, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",https://www.deepkeep.ai/home,$1M to $10M,10000000,USD,10000000,Seed,1,Awz Ventures,Awz Ventures,1,,"8,870"
Series A - CIM,https://www.crunchbase.com/funding_round/cim-enviro-series-a--2b44e4e9,CIM,https://www.crunchbase.com/organization/cim-enviro,Series A,10000000,AUD,6732447,2022-09-19,Early Stage Venture,,,,Yes,CIM creates innovative building analytics software that helps run large buildings at their peak performance.,"Analytics, Artificial Intelligence (AI), Building Maintenance, Commercial, Green Building, Information Technology, Internet of Things, Machine Learning, Smart Building, Software",,"Sydney, New South Wales, Australia, Oceania",http://cim.io,$1M to $10M,15500000,AUD,10860288,Early Stage Venture,3,"Carthona Capital, Five V Capital","ANB Investment, Carthona Capital, Fifth Estate Asset Management, Five V Capital, Frazis Capital Partners, Infratech Growth Partners, Investible, Mark Steinert",8,4,"9,125"
Venture Round - Alex Therapeutics,https://www.crunchbase.com/funding_round/alex-therapeutics-series-unknown--bf66c808,Alex Therapeutics,https://www.crunchbase.com/organization/alex-therapeutics,Venture - Series Unknown,4750000,EUR,5054713,2023-03-03,,,,,Yes,"AI digital CBT therapeutic platform - changing habits, changing health","Artificial Intelligence (AI), Assistive Technology, Health Care, Medical, Personal Health, Software, Therapeutics",,"Stockholm, Stockholms Lan, Sweden, Europe",https://www.alextherapeutics.com,$1M to $10M,9497329,USD,9497329,,4,Innovestor,"Bonit Capital, Hadean Ventures, Innovestor, Scale Capital, Sweet Capital",5,,"9,351"
