Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series C - Glance,https://www.crunchbase.com/funding_round/glance-6e2a-series-c--a378e1ae,Glance,https://www.crunchbase.com/organization/glance-6e2a,Series C,145000000,USD,145000000,2020-12-22,Late Stage Venture,855000000,USD,855000000,Yes,Glance is an artificial intelligence-driven software company that delivers personalized content on the lock screen of smartphones.,"Artificial Intelligence (AI), Information Technology, Internet, Software",,"Bengaluru, Karnataka, India, Asia",https://glance.com,$10M to $50M,390000000,USD,390000000,Late Stage Venture,3,Google,"Google, Mithril Capital Management",2,3,"6,779"
Series D - Cloudwise,https://www.crunchbase.com/funding_round/cloudwise-series-d--789d8c83,Cloudwise,https://www.crunchbase.com/organization/cloudwise,Series D,60000000,USD,60000000,2020-12-01,Late Stage Venture,,,,Yes,"Founded in 2009, Cloudwise is a leading full-stack Artificial Intelligence for IT Operations (AIOps) solution provider in China.","Artificial Intelligence (AI), Cloud Computing, DevOps, Software",,"Beijing, Beijing, China, Asia",https://www.cloudwise.sg,$10M to $50M,301000000,USD,301000000,Late Stage Venture,8,"CICC Capital, CPE, Guangzhou Yuexiu Industrial Investment Fund, Lianxing Capital, Sequoia Capital China, V Fund Management, Zhongnan Capital","CICC Capital, CPE, Guangzhou Yuexiu Industrial Investment Fund, Lianxing Capital, Sequoia Capital China, V Fund Management, Zhongnan Capital",7,,"7,818"
Series A - Bear Robotics,https://www.crunchbase.com/funding_round/bear-robotics-inc-series-a--898b5ddc,Bear Robotics,https://www.crunchbase.com/organization/bear-robotics-inc,Series A,32000000,USD,32000000,2020-01-22,Early Stage Venture,,,,Yes,Bear Robotics manufactures self-driving indoor robots to assist employees on daily tasks that can ease their workload.,"Artificial Intelligence (AI), Hospitality, Machine Learning, Robotics, Software","East Asian Founded, East Asian Led","Redwood City, California, United States, North America",https://bearrobotics.ai,$1M to $10M,175750000,USD,175750000,Late Stage Venture,7,SoftBank,"DSC Investment, Lotte Accelerator, Smilegate Investment, SoftBank, Vela Partners",5,,"8,610"
Series E - MiningLamp,https://www.crunchbase.com/funding_round/mininglamp-series-e--654d6797,MiningLamp,https://www.crunchbase.com/organization/mininglamp,Series E,200000000,CNY,30595074,2020-12-18,Late Stage Venture,,,,Yes,"MiningLamp helps clients to build their own knowledge graphs and apply AI to their business, and finally transform data into insights.","Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Software",,"Beijing, Beijing, China, Asia",https://www.mininglamp.com/,$50M to $100M,841824740,USD,841824740,Late Stage Venture,6,Russia-China Investment Fund,"CITIC Securities Investment, Dahua Investment, Russia-China Investment Fund, Shanghai Oriental Pearl Media, Tencent",5,,"8,702"
Series C - Huiyi Huiying,https://www.crunchbase.com/funding_round/huiyihuiying-series-c--005f53c1,Huiyi Huiying,https://www.crunchbase.com/organization/huiyihuiying,Series C,100000000,CNY,15186490,2020-11-16,Late Stage Venture,,,,Yes,Huiyi Huiying is an international cloud computing & AI tech that has created a digital medical imaging and tumor radiotherapy platform.,"Artificial Intelligence (AI), Big Data, Cloud Computing, Health Care, Hospital, Medical, Medical Device",,"Beijing, Beijing, China, Asia",http://www.huiyihuiying.com/,$10M to $50M,30186490,USD,30186490,Late Stage Venture,5,,"BlueRun Ventures, CDH Investments, Delta Capital, Shougang Fund, Sinopharm Capital",5,,"10,159"
Series A - SFMAP Technology,https://www.crunchbase.com/funding_round/sfmap-technology-series-a--0adfdf15,SFMAP Technology,https://www.crunchbase.com/organization/sfmap-technology,Series A,14000000,USD,14000000,2020-03-27,Early Stage Venture,,,,Yes,SFMAP Technology develops a mapping technology to create a digital map that can be read by AI systems.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Mapping Services",,"Dongguang, Guangdong, China, Asia",,,14000000,USD,14000000,Early Stage Venture,1,Everest Venture Capital,"Everest Venture Capital, Jade Capital, Maison Capital, Oriza Holdings",4,,"10,672"
Series B - NextVPU,https://www.crunchbase.com/funding_round/nextvpu-series-b--09859803,NextVPU,https://www.crunchbase.com/organization/nextvpu,Series B,300000000,CNY,42251736,2020-03-30,Early Stage Venture,,,,Yes,NextVPU offers embedded AI solutions for most of the smart devices and applications.,"Artificial Intelligence (AI), Semiconductor",,"Shanghai, Shanghai, China, Asia",http://nextvpu.com/,,808000000,CNY,114247530,Late Stage Venture,7,"Huasheng Capital, Zhonghao Ziben","Gage Finance, Huasheng Capital, Zhonghao Ziben",3,,"10,932"
Venture Round - Didi,https://www.crunchbase.com/funding_round/didi-dache-series-unknown--721fc0c4,Didi,https://www.crunchbase.com/organization/didi-dache,Venture - Series Unknown,614000000000,KRW,502019538,2020-06-01,,,,,Yes,"Didi is a mobility technology platform that offers ride hailing, taxi hailing, food delivery, and financial services.","Artificial Intelligence (AI), InsurTech, Mobile Apps, Public Transportation, Ride Sharing, Transportation",,"Haidian, Beijing, China, Asia",https://www.didiglobal.com,$10B+,23397719538,USD,23397719538,IPO,25,,"Funcity Capital, Green Sands Equity, Parkway Venture Capital, SoftBank",4,,"12,681"
Series C - CloudWalk Technology,https://www.crunchbase.com/funding_round/cloudwalk-technology-series-c--d4b8028e,CloudWalk Technology,https://www.crunchbase.com/organization/cloudwalk-technology,Series C,1800000000,CNY,253671186,2020-05-14,Late Stage Venture,5246000000,USD,5246000000,Yes,"CloudWalk Technology is an AI platform that provides facial recognition services for the financial, public security, and aviation sectors.","Artificial Intelligence (AI), Facial Recognition, Information Technology, Machine Learning",,"Beijing, Beijing, China, Asia",https://www.cloudwalk.com/,$500M to $1B,5560000000,CNY,804747563,IPO,8,,"China Internet Investment Fund, Enterprise Reform and Development Equity Investment Fund, Guangdong Yuecai Venture Capital Co., Ltd., Guangzhou Nansha Financial Holding, Haier Capital, ICBC International, Yangtze River Delta Collaborative Advantage Industry Fund",7,,"17,121"
Series B - Telesense,https://www.crunchbase.com/funding_round/telesense-series-b--bdd334f8,Telesense,https://www.crunchbase.com/organization/telesense,Series B,10200000,USD,10200000,2020-10-22,Early Stage Venture,,,,Yes,TeleSense is an AgTech company providing environmental monitoring and control solutions for the food and grain industry.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming, Industrial, Internet of Things, Machine Learning, Predictive Analytics",,"San Jose, California, United States, North America",https://telesense.com/,$10M to $50M,16700000,USD,16700000,M&A,5,Finistere Ventures,"Artesian Investment, Artesian VC, Congruent Ventures, Finistere Ventures, Fulcrum Global Capital, GrainInnovate, Mindset Ventures, Rabobank Food & Agri Innovation Fund, Thunder Future, UPL",10,1,"17,733"
