"domain","from","from_geo","to","to_geo","full","full_frac","binary","binary_frac","parent"
"Agrofood Waste Cut","James Hutton Institute (GB) -- 15477984","Scotland (UKM)","University of Surrey (GB) -- 28290843","Surrey, East and West Sussex (UKJ2)",2,2,2,2,"Waste Cut"
"Agrofood Waste Cut","James Hutton Institute (GB) -- 15477984","Scotland (UKM)","University of Dundee (GB) -- 177639307","Scotland (UKM)",11,5.56349206349206,11,5.56349206349206,"Waste Cut"
"Agrofood Waste Cut","James Hutton Institute (GB) -- 15477984","Scotland (UKM)","Technical University of Munich (DE) -- 62916508","Oberbayern (DE21)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","James Hutton Institute (GB) -- 15477984","Scotland (UKM)","Robert Gordon University (GB) -- 522815984","Scotland (UKM)",2,1.33333333333333,2,1.33333333333333,"Waste Cut"
"Agrofood Waste Cut","James Hutton Institute (GB) -- 15477984","Scotland (UKM)","Leibniz Institute of Plant Genetics and Crop Plant Research (DE) -- 4210127902","Sachsen-Anhalt (DEE0)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","James Hutton Institute (GB) -- 15477984","Scotland (UKM)","Martin Luther University Halle-Wittenberg (DE) -- 68956291","Sachsen-Anhalt (DEE0)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","University of Dundee (GB) -- 177639307","Scotland (UKM)","University of Warwick (GB) -- 39555362","West Midlands (UKG3)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
"Agrofood Waste Cut","University of Glasgow (GB) -- 7882870","Scotland (UKM)","University of Wuppertal (DE) -- 167360494","Düsseldorf (DEA1)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Edinburgh College (GB) -- 3130638677","Scotland (UKM)","National Physical Laboratory (GB) -- 134421475","Inner London (UKI1)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","Roslin Institute (GB) -- 133960621","Scotland (UKM)","University of Edinburgh (GB) -- 98677209","Scotland (UKM)",11,7.18181818181818,11,7.18181818181818,"Waste Cut"
"Agrofood Waste Cut","Environmental Research Institute (GB) -- 4210138685","Scotland (UKM)","University of the Highlands and Islands (GB) -- 5857645","Scotland (UKM)",17,8.59999999999999,17,8.59999999999999,"Waste Cut"
"Agrofood Waste Cut","Environmental Research Institute (GB) -- 4210138685","Scotland (UKM)","Heriot-Watt University (GB) -- 32062511","Scotland (UKM)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
"Agrofood Waste Cut","Edinburgh College (GB) -- 3130638677","Scotland (UKM)","Laboratoire de Mesure du Carbone 14 (FR) -- 4210137824","Île de France (FR10)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","Edinburgh College (GB) -- 3130638677","Scotland (UKM)","Total (France) (FR) -- 103084370","Île de France (FR10)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","Edinburgh Napier University (GB) -- 251738","Scotland (UKM)","Helsana Group (Switzerland) (CH) -- 4210160622","Zürich (CH04)",1,0.00833333333333333,1,0.00833333333333333,"Waste Cut"
"Agrofood Waste Cut","Scottish Association For Marine Science (GB) -- 88170914","Scotland (UKM)","University of the Highlands and Islands (GB) -- 5857645","Scotland (UKM)",3,1.66666666666667,3,1.66666666666667,"Waste Cut"
"Agrofood Waste Cut","University of Aberdeen (GB) -- 195460627","Scotland (UKM)","University of Glasgow (GB) -- 7882870","Scotland (UKM)",5,0.876190476190476,5,0.876190476190476,"Waste Cut"
"Agrofood Waste Cut","University of Dundee (GB) -- 177639307","Scotland (UKM)","University of Sheffield (GB) -- 91136226","South Yorkshire (UKE3)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
"Agrofood Waste Cut","University of Edinburgh (GB) -- 98677209","Scotland (UKM)","University of Nottingham (GB) -- 142263535","Derbyshire and Nottinghamshire (UKF1)",8,2.42626262626263,8,2.42626262626263,"Waste Cut"
"Agrofood Waste Cut","University of Glasgow (GB) -- 7882870","Scotland (UKM)","University of Limoges (FR) -- 65806277","Limousin (FR63)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
"Agrofood Waste Cut","University of Glasgow (GB) -- 7882870","Scotland (UKM)","University of Thessaly (GR) -- 145722265","Ipeiros (EL21)",2,0.2,2,0.2,"Waste Cut"
"Agrofood Waste Cut","University of Glasgow (GB) -- 7882870","Scotland (UKM)","University of Turin (IT) -- 55143463","Piemonte (ITC1)",1,0.1,1,0.1,"Waste Cut"
"Agrofood Waste Cut","Edinburgh College (GB) -- 3130638677","Scotland (UKM)","Laboratoire des Sciences du Climat et de l'Environnement (FR) -- 4210124937","Île de France (FR10)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","University of Aberdeen (GB) -- 195460627","Scotland (UKM)","University of Essex (GB) -- 110002522","Essex (UKH3)",3,1,3,1,"Waste Cut"
"Agrofood Waste Cut","Edinburgh Napier University (GB) -- 251738","Scotland (UKM)","International Press Center (BE) -- 4210166318","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest (BE10)",1,0.00833333333333333,1,0.00833333333333333,"Waste Cut"
"Agrofood Waste Cut","Scottish Association For Marine Science (GB) -- 88170914","Scotland (UKM)","Sorbonne Université (FR) -- 39804081","Île de France (FR10)",1,0.1,1,0.1,"Waste Cut"
"Agrofood Waste Cut","University of Glasgow (GB) -- 7882870","Scotland (UKM)","University of Thessaly (GR) -- 145722265","Attiki (EL30)",2,0.2,2,0.2,"Waste Cut"
"Agrofood Waste Cut","University of Strathclyde (GB) -- 181647926","Scotland (UKM)","University of Vienna (AT) -- 129774422","Wien (AT13)",12,1.33333333333334,12,1.33333333333334,"Waste Cut"
"Agrofood Waste Cut","Edinburgh Napier University (GB) -- 251738","Scotland (UKM)","Institute for Complex Systems (IT) -- 4210149433","Lazio (ITI4)",1,0.0476190476190476,1,0.0476190476190476,"Waste Cut"
"Agrofood Waste Cut","Edinburgh Napier University (GB) -- 251738","Scotland (UKM)","National Research Council (IT) -- 4210155236","Lazio (ITI4)",1,0.0476190476190476,1,0.0476190476190476,"Waste Cut"
"Agrofood Waste Cut","Edinburgh Napier University (GB) -- 251738","Scotland (UKM)","University of Life Sciences in Poznań (PL) -- 55783418","Wielkopolskie (PL41)",1,0.0476190476190476,1,0.0476190476190476,"Waste Cut"
"Agrofood Waste Cut","Edinburgh Napier University (GB) -- 251738","Scotland (UKM)","University of Manchester (GB) -- 28407311","Greater Manchester (UKD3)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
