"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL11","Analysis of biological materials",2.33,6,48.37,34.97,10,"north"
"NL11","Audio-visual technology",0,0,17.31,72.35,1,"north"
"NL11","Basic communication processes",1.09,18,7.47,82.4,0,"north"
"NL11","Biotechnology",1.35,5,77.55,36.76,37,"north"
"NL11","Chemical engineering",0.95,30,42.92,18.36,16,"north"
"NL11","Civil engineering",0,0,21.79,13.72,4,"north"
"NL11","Computer technology",0.95,1007,20.48,88.39,6,"north"
"NL11","Control",1.72,4,17.58,46.7,2,"north"
"NL11","Digital communication",0,0,4.56,100,10,"north"
"NL11","Electrical machinery, apparatus, energy",0,0,19.84,30.49,14,"north"
"NL11","Engines, pumps, turbines",0.41,2,17.22,25.2,4,"north"
"NL11","Environmental technology",0.9,207,25.86,24.65,4,"north"
"NL11","Food chemistry",0,0,72.85,20.91,16,"north"
"NL11","Furniture, games",0,0,31.82,18.02,5,"north"
"NL11","Green technologies",1.44,59,26.33,27.17,26,"north"
"NL11","Handling",0,0,21.44,3.8,25,"north"
"NL11","IT methods for management",0,0,11.92,55.98,2,"north"
"NL11","Machine tools",0,0,29.63,1.93,8,"north"
"NL11","Macromolecular chemistry, polymers",5.62,49,61.07,4.28,14,"north"
"NL11","Materials, metallurgy",0.31,8,37.61,19.33,3,"north"
"NL11","Measurement",1.52,34,43.71,54.84,18,"north"
"NL11","Mechanical elements",0.86,16,19.04,14.17,6,"north"
"NL11","Medical technology",0,0,33.9,41.08,59,"north"
"NL11","Micro-structural and nano-technology",1.97,84,40.18,42,3,"north"
"NL11","Optics",0.92,45,24.63,45.39,23,"north"
"NL11","Organic fine chemistry",0,0,73.53,28.13,38,"north"
"NL11","Other consumer goods",2.15,1,33.33,23.01,4,"north"
"NL11","Other special machines",0,0,35.2,0,23,"north"
"NL11","Pharmaceuticals",1.7,1,88.49,40.46,65,"north"
"NL11","Semiconductors",1.04,7,33.67,55.41,2,"north"
"NL11","Surface technology, coating",1.09,19,37.22,3.88,4,"north"
"NL11","Telecommunications",0,0,8.86,97.24,0,"north"
"NL11","Textile and paper machines",0.23,1,47.26,5.66,6,"north"
"NL11","Thermal processes and apparatus",0.27,3,11.52,9.58,11,"north"
