Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - black.ai,https://www.crunchbase.com/funding_round/black-ai-seed--04b8ed95,black.ai,https://www.crunchbase.com/organization/black-ai,Seed,75000,AUD,59768,2017-09-01,Seed,,,,Yes,Black.ai is building a distributed Computer Vision system to drive robotics and automation. ,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Robotics, Software",,"Melbourne, Victoria, Australia, Oceania",http://black.ai,$1M to $10M,6675000,AUD,4728852,Seed,6,Blackbird Ventures,"Blackbird Ventures, Startmate",2,,"9,875"
Seed Round - Truck Driver Power,https://www.crunchbase.com/funding_round/truck-driver-power-seed--4fa36c53,Truck Driver Power,https://www.crunchbase.com/organization/truck-driver-power,Seed,75000,USD,75000,2017-05-02,Seed,,,,Yes,Truck Driver Power captures professional truck drivers' experiences and motivating their life on the road.,"Crowdsourcing, Gamification, Predictive Analytics, Social Recruiting, Transportation",,"St Louis, Missouri, United States, North America",http://www.TruckDriverPower.com,Less than $1M,75000,USD,75000,Seed,1,,"Epicenter Logistics Innovation Accelerator, Innova Memphis",2,,"29,245"
Seed Round - Konzup Hub,https://www.crunchbase.com/funding_round/konzup-seed--22713355,Konzup Hub,https://www.crunchbase.com/organization/konzup,Seed,20000,USD,20000,2017-09-01,Seed,,,,Yes,Help travel companies increase their revenue providing them qualified data and trends using AI.,"Artificial Intelligence (AI), Data Mining, Developer APIs, Machine Learning, Marketing, Marketing Automation, Software, Travel",,,https://konzuphub.com/,,95000,USD,95000,Seed,4,Start-Up Chile,Start-Up Chile,1,,"32,755"
Seed Round - Aiculus,https://www.crunchbase.com/funding_round/aiculus-seed--6fcec096,Aiculus,https://www.crunchbase.com/organization/aiculus,Seed,50000,AUD,38235,2017-12-16,Seed,,,,Yes,"Aiculus is a global Cyber-AI company that specialises in API Security, API Threat intelligence and API Security Analytics.","Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning, Security",,"Melbourne, Victoria, Australia, Oceania",https://aiculus.co,Less than $1M,829888,USD,829888,Seed,4,CyRise,CyRise,1,,"41,198"
Angel Round - Lifeint,https://www.crunchbase.com/funding_round/lifeint-angel--7d35cbd4,Lifeint,https://www.crunchbase.com/organization/lifeint,Angel,3000000,CNY,433620,2017-01-06,Seed,,,,Yes,Lifeint is a pharmaceutical company that develops liquid biopsy technology based on platelet RNA sequencing with machine learning algorithm.,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical, Pharmaceutical",,"Xiamen, Fujian, China, Asia",http://www.lifeint.cn/,,3000000,CNY,433620,Seed,1,,"Horus Capital, Huake Caifu Touzi",2,,"43,316"
Angel Round - ChipIntelli,https://www.crunchbase.com/funding_round/chipintelli-angel--b99a55be,ChipIntelli,https://www.crunchbase.com/organization/chipintelli,Angel,3000000,CNY,432420,2017-01-09,Seed,,,,Yes,ChipIntelli is a technology company that focuses on artificial intelligence voice chips and provides supporting application solutions.,"Artificial Intelligence (AI), Natural Language Processing, Software",,"Chengdu, Sichuan, China, Asia",http://www.chipintelli.com/,,163000000,CNY,24177881,Early Stage Venture,7,ROOBO,"Boyan fund, Healson Technology, Qingyong Capital Management, ROOBO",4,,"47,723"
Seed Round - Fincom,https://www.crunchbase.com/funding_round/fincom-seed--e3cd438d,Fincom,https://www.crunchbase.com/organization/fincom,Seed,15000,EUR,17598,2017-10-02,Seed,,,,Yes,"FinCom ensures business from small to large to meet the regulatory demands, avoiding the extremely high financial fines & penalties.","Artificial Intelligence (AI), Finance, Financial Services, FinTech, Insurance",,"Petah Tikwah, HaMerkaz, Israel, Asia",http://www.fincom.co,$10M to $50M,3517598,USD,3517598,Early Stage Venture,3,,Startupbootcamp FinTech & CyberSecurity,1,,"58,509"
Grant - Boneprox,https://www.crunchbase.com/funding_round/boneprox-grant--13b4baba,Boneprox,https://www.crunchbase.com/organization/boneprox,Grant,1000000,NOK,120520,2017-12-14,,,,,No,Leading the Future of Digital Dentistry with Scandinavian Quality & Advanced Dental Imaging Solutions,"Artificial Intelligence (AI), Dental, Health Care, Machine Learning, Medical Device, SaaS",,"Göteborg, Vastra Gotaland, Sweden, Europe",https://www.boneprox.com/,Less than $1M,3696758,USD,3696758,Seed,4,,DNB,1,,"63,450"
Pre Seed Round - Kalendar AI,https://www.crunchbase.com/funding_round/kalendar-ai-pre-seed--95e32cd6,Kalendar AI,https://www.crunchbase.com/organization/kalendar-ai,Pre-Seed,75000,USD,75000,2017-04-01,Seed,,,,Yes,"KalendarAI agents generate meetings, new sign ups, and revenue on autopilot by engaging your potential customers from 300+ million","Artificial Intelligence (AI), Email, Internet, Machine Learning",,"New York, New York, United States, North America",https://kalendar.ai,$1M to $10M,3545500,USD,3545500,Seed,3,,"Boost VC, Daniel Curran",2,,"64,583"
Pre Seed Round - Nod,https://www.crunchbase.com/funding_round/nod-3-pre-seed--0dc0904f,Nod,https://www.crunchbase.com/organization/nod-3,Pre-Seed,100000,AUD,77210,2017-02-15,Seed,,,,Yes,"noddocs.com is a document automation and compliance platform making complex document creation fast, accurate and easy.","Document Preparation, Natural Language Processing, Software",,"Sydney, New South Wales, Australia, Oceania",https://noddocs.com,$1M to $10M,2100000,AUD,1548478,Seed,3,H2 Ventures,H2 Ventures,1,,"68,160"
