Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Ntwist,https://www.crunchbase.com/funding_round/ntwist-grant--3787ac47,Ntwist,https://www.crunchbase.com/organization/ntwist,Grant,87123,CAD,65325,2022-11-16,,,,,No,NTWIST helps enterprises leverage machine learning and Artificial Intelligence.,"Artificial Intelligence (AI), Computer Vision, Enterprise Software, Machine Learning, Software",,"Edmonton, Alberta, Canada, North America",https://ntwist.com/,$1M to $10M,87123,CAD,65325,Seed,3,Mining Innovation Commercialization Accelerator,Mining Innovation Commercialization Accelerator,1,,"19,034"
Pre Seed Round - Arintra,https://www.crunchbase.com/funding_round/arintra-pre-seed--82798a28,Arintra,https://www.crunchbase.com/organization/arintra,Pre-Seed,40000,USD,40000,2022-03-22,Seed,,,,Yes,Arintra is a software development company for health care.,"Artificial Intelligence (AI), Electronic Health Record (EHR), PaaS, Software, Software Engineering",,"Austin, Texas, United States, North America",https://arintra.com,$1M to $10M,190000,USD,190000,Seed,3,Y Combinator,Y Combinator,1,,"20,697"
Grant - Veridi Technologies,https://www.crunchbase.com/funding_round/veridi-technologies-grant--1cca936d,Veridi Technologies,https://www.crunchbase.com/organization/veridi-technologies,Grant,25000,EUR,27831,2022-03-01,,,,,No,Veridi Technologies creates technology that allows farmers to detect diseases at an early stage.,"Artificial Intelligence (AI), Information Technology, Internet",,"The Hague, Zuid-Holland, The Netherlands, Europe",https://veridi.tech,,25000,EUR,27831,,2,StartLife,StartLife,1,,"22,076"
Pre Seed Round - Solstice AI,https://www.crunchbase.com/funding_round/solstice-ai-pre-seed--707819c7,Solstice AI,https://www.crunchbase.com/organization/solstice-ai,Pre-Seed,20000,AUD,14081,2022-06-16,Seed,,,,Yes,Solstice AI is an artificial intelligence company that offers satellite imagery to identify solar panels and forecast solar generation.,"Artificial Intelligence (AI), Solar",,"Melbourne, Victoria, Australia, Oceania",https://www.solstice-ai.com/,,20000,AUD,14081,Seed,1,Melbourne Accelerator Program,Melbourne Accelerator Program,1,1,"25,272"
Grant - Bright Beams,https://www.crunchbase.com/funding_round/bright-beams-grant--c26b749c,Bright Beams,https://www.crunchbase.com/organization/bright-beams,Grant,10000,USD,10000,2022-03-03,,,,,No,Bright Beams is an Artificial Intelligence-enabled laser surface,Artificial Intelligence (AI),,"London, England, United Kingdom, Europe",https://www.bright-beams.com/,,10000,USD,10000,,1,BetaDen,BetaDen,1,,"27,236"
Seed Round - VenoVision,https://www.crunchbase.com/funding_round/venovision-seed--cbb0aefe,VenoVision,https://www.crunchbase.com/organization/venovision,Seed,30000,USD,30000,2022-09-15,Seed,,,,Yes,VenoVision takes the power of ICU-grade bio metrics to the whole new level of an AI-enabled Contact less Patient Monitoring Platform.,"Artificial Intelligence (AI), Biotechnology",,"Dallas, Texas, United States, North America",https://www.venovision.com/,$1M to $10M,30000,USD,30000,Seed,2,Health Wildcatters,Health Wildcatters,1,1,"27,863"
Grant - From Your Eyes,https://www.crunchbase.com/funding_round/from-your-eyes-grant--b5d022ae,From Your Eyes,https://www.crunchbase.com/organization/from-your-eyes,Grant,1000,USD,1000,2022-09-20,,,,,No,FROM YOUR EYES develops advanced artificial vision solutions by creating custom AI models for intelligent technologies.,"Artificial Intelligence (AI), Automotive, E-Commerce, Information Technology, Machine Learning, Software",,"Istanbul, Istanbul, Turkey, Europe",https://fromyoureyes.app/,,154047,USD,154047,Seed,4,,Geometry Venture Development | Angel Investment Fund,1,,"30,463"
Grant - Hermix - public sector sales analytics,https://www.crunchbase.com/funding_round/hermix-grant--be5e6abd,Hermix - public sector sales analytics,https://www.crunchbase.com/organization/hermix,Grant,25000,EUR,24652,2022-10-21,,,,,No,"Win public contracts, with tender monitoring and market intelligence based on AI","Analytics, Artificial Intelligence (AI), Business Development, Business Intelligence, GovTech, Information Technology, Lead Generation, Market Research, SaaS, Software",,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",https://www.hermix.com,Less than $1M,1195000,EUR,1301717,,3,European Commission,European Commission,1,,"31,323"
Angel Round - From Your Eyes,https://www.crunchbase.com/funding_round/from-your-eyes-angel--2e4a4996,From Your Eyes,https://www.crunchbase.com/organization/from-your-eyes,Angel,45000,USD,45000,2023-03-01,Seed,150000000,USD,150000000,Yes,FROM YOUR EYES develops advanced artificial vision solutions by creating custom AI models for intelligent technologies.,"Artificial Intelligence (AI), Automotive, E-Commerce, Information Technology, Machine Learning, Software",,"Istanbul, Istanbul, Turkey, Europe",https://fromyoureyes.app/,,154047,USD,154047,Seed,4,,Cem Bahar,1,,"30,890"
Pre Seed Round - IngramMicro Security (PVT) Ltd,https://www.crunchbase.com/funding_round/ingrammicro-security-pvt-ltd-pre-seed--9751c1b8,IngramMicro Security (PVT) Ltd,https://www.crunchbase.com/organization/ingrammicro-security-pvt-ltd,Pre-Seed,50000,USD,50000,2022-12-31,Seed,65000,USD,65000,Yes,Ingram Micro Security is more than just a brand– we're your partner in building a secure and thriving digital future.,"Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Network Security, Privacy",,"Colombo, Western, Sri Lanka, Asia",https://ingrammicrosecurity.com/,,150000,USD,150000,Seed,3,Techstars,"Startup Weekend, Techstars",2,,"34,398"
