"id";"value";"share";"ctry"
"Microsoft Technology Licensing Llc";344;6,59;"US"
"Facebook Technologies Llc";307;5,88;"US"
"Magic Leap Inc";268;5,14;"US"
"Samsung Electronics Co Ltd";136;2,61;"KR"
"Google Llc";125;2,4;"US"
"Boe Technology Group Co Ltd";118;2,26;"CN"
"Sony Interactive Entertainment Inc";108;2,07;"JP"
"Apple Inc";87;1,67;"US"
"Huawei Technologies Co Ltd";67;1,28;"CN"
"Sony Corporation";63;1,21;"JP"
"Lg Electronics Inc";59;1,13;"KR"
"Valeo Comfort And Driving Assistance";57;1,09;"FR"
"Sony Group Corporation";50;0,96;"JP"
"Continental Automotive Gmbh";49;0,94;"DE"
"Audi Ag";47;0,9;"DE"
"Maxell Ltd";46;0,88;"JP"
"Ricoh Company Ltd";43;0,82;"JP"
"Shenzhen Royole Technologies Co Ltd";43;0,82;"CN"
"Fujifilm Corporation";42;0,81;"JP"
"Denso Corporation";40;0,77;"JP"
"Intel Corporation";38;0,73;"US"
"Bae Systems Plc";38;0,73;"UK"
"3m Innovative Properties Company";38;0,73;"US"
"Lumus Ltd";37;0,71;"IL"
"Hewlett-Packard Development Company Lp";37;0,71;"US"
"Nippon Seiki Co Ltd";36;0,69;"JP"
"Nokia Technologies Oy";36;0,69;"FI"
"Saint-Gobain Glass France";35;0,67;"FR"
"Dispelix Oy";30;0,58;"FI"
"Robert Bosch Gmbh";29;0,56;"DE"
"Goertek Technology Co Ltd";28;0,54;"CN"
"Kyocera Corporation";28;0,54;"JP"
"Vuzix Corporation";26;0,5;"US"
"Varjo Technologies Oy";26;0,5;"FI"
"Qualcomm Incorporated";26;0,5;"US"
"Beijing Boe Optoelectronics Technology Co Ltd";25;0,48;"CN"
"Lg Chem Ltd";24;0,46;"KR"
"Essilor International";24;0,46;"FR"
"Bayerische Motoren Werke Aktiengesellschaft";23;0,44;"DE"
"Pcms Holdings Inc";23;0,44;"US"
"Goertek Inc";22;0,42;"CN"
