"id";"value";"share";"ctry"
"Boe Technology Group Co Ltd";2413;9,15;"CN"
"Wuhan China Star Optoelectronics Semiconductor Dis";964;3,66;"CN"
"Sony Semiconductor Solutions Corporation";887;3,37;"JP"
"Sony Semiconductor Solutions Corporation";887;3,37;"BE"
"Lg Chem Ltd";704;2,67;"KR"
"Osram Opto Semiconductors Gmbh";661;2,51;"DE"
"Semiconductor Energy Laboratory Co Ltd";406;1,54;"JP"
"Shenzhen China Star Optoelectronics Technology Co Ltd";402;1,53;"CN"
"Shenzhen China Star Optoelectronics Semiconductor";394;1,49;"CN"
"Fujifilm Corporation";388;1,47;"JP"
"Chengdu Boe Optoelectronics Technology Co Ltd";345;1,31;"CN"
"Signify Holding Bv";336;1,27;"NL"
"Sumitomo Chemical Company Limited";289;1,1;"JP"
"Samsung Electronics Co Ltd";246;0,93;"KR"
"Samsung Display Co Ltd";244;0,93;"KR"
"Wuhan China Star Optoelectronics Technology Co Ltd";232;0,88;"CN"
"Japan Display Inc";230;0,87;"JP"
"Kunshan Go-Visionox Opto-Electronics Co Ltd";228;0,86;"CN"
"Sony Corporation";226;0,86;"JP"
"Osram Oled Gmbh";226;0,86;"DE"
"Merck Patent Gmbh";225;0,85;"DE"
"Lg Innotek Co Ltd";208;0,79;"KR"
"Nitto Denko Corporation";205;0,78;"JP"
"Lg Electronics Inc";196;0,74;"KR"
"Hefei Xinsheng Optoelectronics Technology Co Ltd";184;0,7;"CN"
"Idemitsu Kosan Co Ltd";182;0,69;"JP"
"Konica Minolta Inc";174;0,66;"JP"
"Lumileds Llc";170;0,64;"US"
"Wuhan China Star Optoelectronics Semiconductor Display Technology Co Ltd";158;0,6;"CN"
"Hkc Corporation Limited";141;0,53;"CN"
"Duk San Neolux Co Ltd";135;0,51;"KR"
"Shenzhen Royole Technologies Co Ltd";128;0,49;"CN"
"Applied Materials Inc";126;0,48;"US"
"Seoul Viosys Co Ltd";124;0,47;"KR"
"Ordos Yuansheng Optoelectronics Co Ltd";119;0,45;"CN"
"Shenzhen China Star Optoelectronics Semiconductor Display Technology Co Ltd";113;0,43;"CN"
"Wuhan China Star Optoelectronics Technology Co L";112;0,42;"CN"
"Rohm And Haas Electronic Materials Korea Ltd";109;0,41;"KR"
"Sony Group Corporation";108;0,41;"JP"
"Beijing Boe Display Technology Co Ltd";107;0,41;"CN"
"Beijing Boe Optoelectronics Technology Co Ltd";106;0,4;"CN"
"Kyocera Corporation";102;0,39;"JP"
"Toray Industries Inc";93;0,35;"JP"
"Olympus Corporation";92;0,35;"JP"
"Yungu (Gu'an) Technology Co Ltd";89;0,34;"CN"
"Pioneer Corporation";88;0,33;"JP"
"Nippon Electric Glass Co Ltd";86;0,33;"JP"
"Apple Inc";77;0,29;"US"
"Hamamatsu Photonics Kk";77;0,29;"JP"
"Shenzhen Goodix Technology Co Ltd";76;0,29;"CN"
"Cynora Gmbh";75;0,28;"DE"
"Samsung Sdi Co Ltd";75;0,28;"KR"
"Samsung Sdi Co Ltd";75;0,28;"DE"
"Aledia";74;0,28;"FR"
"Panasonic Intellectual Property Management Co Ltd";74;0,28;"JP"
"Facebook Technologies Llc";73;0,28;"US"
"Lt Materials Co Ltd";73;0,28;"KR"
"Guangzhou Chinaray Optoelectronic Materials Ltd";73;0,28;"CN"
"Chongqing Hkc Optoelectronics Technology Co Ltd";69;0,26;"CN"
"Huawei Technologies Co Ltd";69;0,26;"CN"
"Tridonic Gmbh & Co Kg";69;0,26;"AT"
"3m Innovative Properties Company";68;0,26;"US"
"Corning Incorporated";68;0,26;"US"
"Novaled Gmbh";68;0,26;"DE"
"Shenzhen China Star Optoelectronics Technology Co";67;0,25;"CN"
"Doosan Corporation";67;0,25;"KR"
"Lumileds Holding Bv";67;0,25;"NL"
"Lumileds Holding Bv";67;0,25;"US"
"Mitsubishi Electric Corporation";66;0,25;"JP"
"Dai Nippon Printing Co Ltd";65;0,25;"JP"
"Intel Corporation";64;0,24;"US"
"Nikon Corporation";64;0,24;"JP"
"Tcl Technology Group Corporation";63;0,24;"CN"
"Valeo Vision";63;0,24;"FR"
"Nissan Chemical Corporation";61;0,23;"JP"
"Xiamen San'an Optoelectronics Co Ltd";61;0,23;"CN"
"Seoul Semiconductor Co Ltd";59;0,22;"KR"
"Hefei Boe Optoelectronics Technology Co Ltd";58;0,22;"CN"
"Toppan Printing Co Ltd";57;0,22;"JP"
"Denka Company Limited";57;0,22;"JP"
"Zeon Corporation";56;0,21;"JP"
"Agc Inc";51;0,19;"JP"
"Hitachi Chemical Company Ltd";50;0,19;"JP"
"Koito Manufacturing Co Ltd";49;0,19;"JP"
"Chengdu Vistar Optoelectronics Co Ltd";49;0,19;"CN"
"Hodogaya Chemical Co Ltd";48;0,18;"JP"
"Xiamen Sanan Optoelectronics Technology Co Ltd";47;0,18;"CN"
"Canon Kabushiki Kaisha";45;0,17;"JP"
"Osram Gmbh";45;0,17;"DE"
"The Regents Of The University Of California";43;0,16;"US"
"Sekisui Chemical Co Ltd";43;0,16;"JP"
"Ngk Insulators Ltd";43;0,16;"JP"
"Sumitomo Chemical Co Ltd";42;0,16;"JP"
"Sakai Display Products Corporation";41;0,16;"JP"
"Guangdong Oppo Mobile Telecommunications Corp Ltd";41;0,16;"CN"
"Microsoft Technology Licensing Llc";40;0,15;"US"
"Tcl China Star Optoelectronics Technology Co Ltd";40;0,15;"CN"
"Guangdong Aglaia Optoelectronic Materials Co Ltd";40;0,15;"CN"
"Chongqing Konka Photoelectric Technology Research";40;0,15;"CN"
"Lutron Technology Company Llc";40;0,15;"US"
"Google Llc";39;0,15;"US"
"Guangdong Oppo Mobile Telecommunications Corp Lt";39;0,15;"CN"
"Lg Display Co Ltd";39;0,15;"KR"
"Lumens Co Ltd";39;0,15;"KR"
"Kyushu University National University Corporation";38;0,14;"JP"
"Nichia Corporation";38;0,14;"JP"
"Mitsubishi Chemical Corporation";38;0,14;"JP"
"Daicel Corporation";37;0,14;"JP"
"Lintec Corporation";37;0,14;"JP"
"South China University Of Technology";36;0,14;"CN"
"Beijing Boe Technology Development Co Ltd";36;0,14;"CN"
"Commissariat √† L'energie Atomique Et Aux Energies Alternatives";35;0,13;"FR"
"V Technology Co Ltd";35;0,13;"JP"
"Ningbo Sunny Opotech Co Ltd";35;0,13;"CN"
"Chongqing Boe Optoelectronics Technology Co Ltd";34;0,13;"CN"
"Jiangsu Sunera Technology Co Ltd";34;0,13;"CN"
"Kwansei Gakuin Educational Foundation";34;0,13;"JP"
"Jnc Corporation";33;0,13;"JP"
"Sabic Global Technologies Bv";33;0,13;"NL"
"Fuji-Film Corporation";33;0,13;"JP"
"Kyulux Inc";33;0,13;"JP"
"Dow Global Technologies Llc";32;0,12;"US"
"Nikkiso Co Ltd";32;0,12;"JP"
"Suzhou Lekin Semiconductor Co Ltd";31;0,12;"CN"
"King Abdullah University Of Science And Technology";30;0,11;"SA"
"Najing Technology Corporation Limited";30;0,11;"CN"
"Ams Ag";30;0,11;"AT"
"Qualcomm Incorporated";29;0,11;"US"
"Cree Inc";29;0,11;"US"
"Ecosense Lighting Inc";29;0,11;"US"
"General Electric Company";29;0,11;"US"
"Shaanxi Lighte Optoelectronics Material Co Ltd";29;0,11;"CN"
"Shenzhen Xpectvision Technology Co Ltd";28;0,11;"CN"
"Appotronics Corporation Limited";28;0,11;"CN"
"Nanosys Inc";27;0,1;"US"
"Sfc Co Ltd";27;0,1;"KR"
"Dowa Electronics Materials Co Ltd";27;0,1;"JP"
"Doosan Solus Co Ltd";27;0,1;"KR"
"Hefei Boe Joint Technology Co Ltd";26;0,1;"CN"
"Commissariat √† L'„âNergie Atomique Et Aux √âNergies Alternatives";26;0,1;"FR"
"Massachusetts Institute Of Technology";26;0,1;"US"
"China Wafer Level Csp Co Ltd";26;0,1;"CN"
"Opple Lighting Co Ltd";26;0,1;"CN"
"Cambridge Display Technology Limited";25;0,09;"UK"
"Goertek Inc";25;0,09;"CN"
"Osram Sylvania Inc";25;0,09;"US"
"Xuyu Optoelectronics (Shenzhen) Co Ltd";25;0,09;"CN"
"Hubbell Incorporated";25;0,09;"US"
"Shenzhen Jbt Smart Lighting Co Ltd";25;0,09;"CN"
"Tridonic Gmbh&Co Kg";25;0,09;"AT"
"Kunshan New Flat Panel Display Technology Center Co Ltd";24;0,09;"CN"
"Rohm And Haas Electronic Materials Llc";24;0,09;"US"
"Glo Ab";24;0,09;"SE"
"Solus Advanced Materials Co Ltd";24;0,09;"KR"
"Citizen Electronics Co Ltd";24;0,09;"JP"
"Hewlett-Packard Development Company Lp";23;0,09;"US"
"Yungu (Gu An) Technology Co Ltd";23;0,09;"CN"
"Dic Corporation";23;0,09;"JP"
"Centre National De La Recherche Scientifique";23;0,09;"FR"
"Kateeva Inc";23;0,09;"US"
"Stanley Electric Co Ltd";23;0,09;"JP"
"Tsinghua University";22;0,08;"CN"
"Raytheon Company";22;0,08;"US"
"Dexerials Corporation";22;0,08;"JP"
"Ulvac Inc";22;0,08;"JP"
"Kunshan New Flat Panel Display Technology Center C";21;0,08;"CN"
"Heptagon Micro Optics Pte Ltd";21;0,08;"SG"
"Rohm Co Ltd";21;0,08;"JP"
"Koninklijke Philips Nv";21;0,08;"NL"
"Tianjin Sanan Optoelectronics Co Ltd";21;0,08;"CN"
"Beijing Xiaomi Mobile Software Co Ltd";20;0,08;"CN"
"Sharp Kabushiki Kaisha";20;0,08;"JP"
"Kaneka Corporation";20;0,08;"JP"
"Vuereal Inc";20;0,08;"CA"
"Tcl Corporation";20;0,08;"CN"
"Citizen Watch Co Ltd";20;0,08;"JP"
"Grirem Advanced Materials Co Ltd";20;0,08;"CN"
"Isorg";19;0,07;"FR"
"Jsr Corporation";19;0,07;"JP"
"Eldolab Holding Bv";19;0,07;"NL"
"Dongwoo Fine-Chem Co Ltd";18;0,07;"KR"
"Semicon Light Co Ltd";18;0,07;"KR"
"The University Of Hong Kong";18;0,07;"HK"
"Toyobo Co Ltd";18;0,07;"JP"
"Ajinomoto Co Inc";18;0,07;"JP"
"Eaton Intelligent Power Limited";18;0,07;"IE"
"Suzhou Opple Lighting Co Ltd";18;0,07;"CN"
"Eaton Intelligent Power Limited";18;0,07;"SG"
"Vivo Mobile Communication Co Ltd";17;0,06;"CN"
"Ngk Spark Plug Co Ltd";17;0,06;"JP"
"Ylx Incorporated";17;0,06;"CN"
"Hideep Inc";17;0,06;"KR"
"Olum Material Corporation";17;0,06;"KR"
"Huizhou China Star Optoelectronics Technology Co";16;0,06;"CN"
"Cambridge Enterprise Limited";16;0,06;"UK"
"Korea University Research And Business Foundation";16;0,06;"KR"
"Denso Corporation";16;0,06;"JP"
"Intematix Corporation";16;0,06;"US"
"Ge Lighting Solutions Llc";16;0,06;"US"
"Showa Denko Materials Co Ltd";16;0,06;"JP"
"Jiaxing Super Lighting Electric Appliance Co Ltd";16;0,06;"CN"
"Dow Toray Co Ltd";16;0,06;"JP"
"Fuzhou Boe Optoelectronics Technology Co Ltd";15;0,06;"CN"
"Oti Lumionics Inc";15;0,06;"CA"
"Shanghai Oxi Technology Co Ltd";15;0,06;"CN"
"Dow Silicones Corporation";15;0,06;"US"
"Rohinni Llc";15;0,06;"US"
"Nippon Telegraph And Telephone Corporation";15;0,06;"JP"
"Shenzhen Institute Of Wide-Bandgap Semiconductors";15;0,06;"CN"
"Nippon Steel Chemical&Material Co Ltd";15;0,06;"JP"
"Ricoh Company Ltd";14;0,05;"JP"
"Commissariat √† L'„©Nergie Atomique Et Aux √©Nergies Alternatives";14;0,05;"FR"
"Nippon Steel Chemical & Material Co Ltd";14;0,05;"JP"
"Tohoku Pioneer Corporation";14;0,05;"JP"
"Nippon Kayaku Kabushiki Kaisha";14;0,05;"JP"
"Ns Materials Inc";14;0,05;"JP"
"Texas Instruments Incorporated";14;0,05;"US"
"Thales";14;0,05;"FR"
"Quanzhou Sanan Semiconductor Technology Co Ltd";14;0,05;"CN"
"Invisage Technologies Inc";14;0,05;"US"
"Mitsubishi Materials Corporation";14;0,05;"JP"
"Guangdong University Of Technology";14;0,05;"CN"
"Soko Kagaku Co Ltd";14;0,05;"JP"
"Ushio Denki Kabushiki Kaisha";14;0,05;"JP"
"Tosoh Corporation";14;0,05;"JP"
"Hon Hai Precision Industry Co Ltd";13;0,05;"TW"
"Korea Advanced Institute Of Science And Technology";13;0,05;"KR"
"Basf Se";13;0,05;"DE"
"Valiant Co Ltd";13;0,05;"CN"
"Shin-Etsu Chemical Co Ltd";13;0,05;"JP"
"Xiamen San'an Optoelectronics Technology Co Ltd";13;0,05;"CN"
"Enkris Semiconductor Inc";13;0,05;"CN"
"Shin-Etsu Handotai Co Ltd";13;0,05;"JP"
"Foshan Nationstar Optoelectronics Co Ltd";13;0,05;"CN"
"Shenzhen Tcl New Technology Co Ltd";13;0,05;"CN"
"Hella Gmbh & Co Kgaa";13;0,05;"DE"
"Current Lighting Solutions Llc";13;0,05;"US"
"Osaka University";13;0,05;"JP"
"Ideal Industries Lighting Llc";13;0,05;"US"
"Bayerische Motoren Werke Aktiengesellschaft";13;0,05;"DE"
"Nanyang Technological University";12;0,05;"SG"
"Heesung Material Ltd";12;0,05;"KR"
"Murata Manufacturing Co Ltd";12;0,05;"JP"
"Robert Bosch Gmbh";12;0,05;"DE"
"Plessey Semiconductors Limited";12;0,05;"UK"
"Shanghai Ic R&D Center Co Ltd";12;0,05;"CN"
"Illumina Inc";12;0,05;"US"
"Tohoku University";12;0,05;"JP"
"Tokyo Electron Limited";12;0,05;"JP"
"Xiamen Changelight Co Ltd";12;0,05;"CN"
"Seoul National University R&Db Foundation";12;0,05;"KR"
"Philips Lighting Holding Bv";12;0,05;"NL"
"Ccs Inc";12;0,05;"JP"
"Riken";12;0,05;"JP"
"Hella Gmbh&Co Kgaa";12;0,05;"DE"
"Gooee Limited";12;0,05;"UK"
"Flexenable Limited";11;0,04;"UK"
"Shanghai Harvest Intelligence Technology Co Ltd";11;0,04;"CN"
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev";11;0,04;"DE"
"Guangdong Juhua Printed Display Technology Co Lt";11;0,04;"CN"
"Nexdot";11;0,04;"FR"
"Oxford University Innovation Limited";11;0,04;"UK"
"Zkw Group Gmbh";11;0,04;"AT"
"Hong Kong Beida Jade Bird Display Limited";11;0,04;"HK"
"Rockley Photonics Limited";11;0,04;"UK"
"Sz Dji Technology Co Ltd";11;0,04;"CN"
"Artilux Inc";11;0,04;"US"
"Nuvoton Technology Corporation Japan";11;0,04;"JP"
"Soitec";11;0,04;"FR"
"National Institute Of Advanced Industrial Science And Technology";11;0,04;"JP"
