"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL23","A01",20,4.07,48.78,71.85,"west"
"NL31","A01",49,1.42,46.65,71.85,"west"
"NL32","A01",77,1.31,57.17,71.85,"west"
"NL33","A01",280,3.26,46.33,71.85,"west"
"NL31","A21",6,2.16,71.14,86.55,"west"
"NL32","A21",26,5.46,67.43,86.55,"west"
"NL33","A21",22,3.17,64.86,86.55,"west"
"NL31","A22",3,1.71,55.44,78.48,"west"
"NL32","A22",27,9.02,55.78,78.48,"west"
"NL33","A22",11,2.52,56.12,78.48,"west"
"NL23","A23",18,6.05,48.01,68.1,"west"
"NL31","A23",159,7.64,77.22,68.1,"west"
"NL32","A23",71,1.99,70.21,68.1,"west"
"NL33","A23",188,3.62,63.32,68.1,"west"
"NL31","A24",3,0.42,41.42,61.94,"west"
"NL32","A24",15,1.22,31.06,61.94,"west"
"NL33","A24",4,0.22,30.79,61.94,"west"
"NL31","A41",3,1.03,25.85,77.43,"west"
"NL32","A41",3,0.6,30.03,77.43,"west"
"NL33","A41",4,0.55,6.97,77.43,"west"
"NL23","A42",1,7.16,26.52,68.08,"west"
"NL32","A42",1,0.6,20.79,68.08,"west"
"NL31","A43",3,1.14,32.62,73.11,"west"
"NL32","A43",5,1.11,29.14,73.11,"west"
"NL33","A43",5,0.76,9.36,73.11,"west"
"NL31","A44",2,0.98,23.37,84.26,"west"
"NL32","A44",3,0.86,25.47,84.26,"west"
"NL33","A44",1,0.2,7.16,84.26,"west"
"NL31","A45",3,0.47,30.43,66.17,"west"
"NL32","A45",12,1.1,23.84,66.17,"west"
"NL33","A45",14,0.88,22.49,66.17,"west"
"NL32","A46",1,0.23,48.03,71.86,"west"
"NL33","A46",2,0.32,12.92,71.86,"west"
"NL23","A47",4,0.9,39.18,84.05,"west"
"NL31","A47",72,2.3,37.56,84.05,"west"
"NL32","A47",46,0.86,41.99,84.05,"west"
"NL33","A47",55,0.7,34.5,84.05,"west"
"NL23","A61",29,1.12,49.04,50.73,"west"
"NL31","A61",333,1.84,43.96,50.73,"west"
"NL32","A61",297,0.96,56.64,50.73,"west"
"NL33","A61",412,0.91,48.69,50.73,"west"
"NL23","A62",2,3.63,40.47,64.68,"west"
"NL31","A62",3,0.78,44.94,64.68,"west"
"NL32","A62",6,0.91,44.75,64.68,"west"
"NL33","A62",8,0.83,31.71,64.68,"west"
"NL31","A63",11,1.56,33.57,54.42,"west"
"NL32","A63",17,1.41,37.1,54.42,"west"
"NL33","A63",17,0.97,29.68,54.42,"west"
"NL23","B01",9,1.24,38.3,70.09,"west"
"NL31","B01",53,1.04,38.43,70.09,"west"
"NL32","B01",175,2.01,57.49,70.09,"west"
"NL33","B01",134,1.05,48.25,70.09,"west"
"NL32","B02",1,0.22,44.79,89.99,"west"
"NL33","B02",2,0.3,42.86,89.99,"west"
"NL32","B03",1,0.3,51.11,76.29,"west"
"NL33","B03",8,1.64,46.42,76.29,"west"
"NL31","B04",1,0.63,50.18,72.73,"west"
"NL32","B04",2,0.74,47.27,72.73,"west"
"NL33","B04",1,0.25,59.27,72.73,"west"
"NL23","B05",3,1.54,48.83,88.62,"west"
"NL31","B05",9,0.66,27.61,88.62,"west"
"NL32","B05",25,1.07,45.31,88.62,"west"
"NL33","B05",24,0.71,26.97,88.62,"west"
"NL31","B06",2,1.34,30.03,60.67,"west"
"NL32","B06",5,1.96,23.84,60.67,"west"
"NL33","B06",3,0.81,38.39,60.67,"west"
"NL31","B07",4,1.61,35.98,88.89,"west"
"NL32","B07",7,1.65,38.55,88.89,"west"
"NL33","B07",8,1.29,44.86,88.89,"west"
"NL23","B08",2,2.89,36.61,84.31,"west"
"NL31","B08",5,1.03,34.52,84.31,"west"
"NL32","B08",6,0.72,44.49,84.31,"west"
"NL33","B08",11,0.91,39.29,84.31,"west"
"NL23","B09",1,5.52,26.3,75.31,"west"
"NL32","B09",1,0.46,51.18,75.31,"west"
"NL33","B09",2,0.63,42.18,75.31,"west"
"NL32","B21",15,0.87,38.8,90.56,"west"
"NL33","B21",2,0.08,17.19,90.56,"west"
"NL31","B22",2,0.17,7.71,79.04,"west"
"NL32","B22",7,0.36,33.44,79.04,"west"
"NL33","B22",9,0.31,31.6,79.04,"west"
"NL23","B23",1,0.28,27.96,84.39,"west"
"NL31","B23",7,0.28,12.1,84.39,"west"
"NL32","B23",10,0.24,22.76,84.39,"west"
"NL33","B23",15,0.24,19.55,84.39,"west"
"NL31","B24",1,0.23,15.54,90.05,"west"
"NL32","B24",1,0.13,23.9,90.05,"west"
"NL33","B24",3,0.28,15.14,90.05,"west"
"NL23","B25",3,1.4,27.5,72.38,"west"
"NL31","B25",10,0.67,24.66,72.38,"west"
"NL32","B25",14,0.54,30.09,72.38,"west"
"NL33","B25",24,0.64,24.78,72.38,"west"
"NL31","B26",3,0.56,30.14,87.64,"west"
"NL32","B26",4,0.43,40.66,87.64,"west"
"NL33","B26",4,0.3,27,87.64,"west"
"NL32","B27",2,0.28,32.87,82.43,"west"
"NL33","B27",1,0.1,19.32,82.43,"west"
"NL31","B28",2,0.41,16.05,81.26,"west"
"NL32","B28",6,0.72,23.46,81.26,"west"
"NL33","B28",6,0.5,29.94,81.26,"west"
"NL23","B29",13,2.13,35.93,100,"west"
"NL31","B29",25,0.59,20.49,100,"west"
"NL32","B29",53,0.73,33.38,100,"west"
"NL33","B29",58,0.54,29.93,100,"west"
"NL31","B30",2,0.75,28.23,92.61,"west"
"NL32","B30",3,0.65,32.17,92.61,"west"
"NL33","B30",6,0.9,27.79,92.61,"west"
"NL31","B31",1,0.39,35.22,97.73,"west"
"NL32","B31",3,0.68,44.35,97.73,"west"
"NL23","B32",5,1.55,45.79,91.63,"west"
"NL31","B32",13,0.58,20.65,91.63,"west"
"NL32","B32",37,0.96,41.46,91.63,"west"
"NL33","B32",38,0.68,21.26,91.63,"west"
"NL31","B33",11,0.91,10.71,76.57,"west"
"NL32","B33",16,0.77,24.24,76.57,"west"
"NL33","B33",33,1.09,16.69,76.57,"west"
"NL31","B41",7,0.78,14.82,81.62,"west"
"NL32","B41",5,0.33,37.47,81.62,"west"
"NL33","B41",19,0.85,23.18,81.62,"west"
"NL31","B42",1,0.25,16.49,63.62,"west"
"NL32","B42",5,0.74,34.66,63.62,"west"
"NL33","B42",7,0.71,24.01,63.62,"west"
"NL33","B43",2,1.71,13.79,75.1,"west"
"NL31","B44",2,0.84,15.15,89.83,"west"
"NL32","B44",3,0.73,29.74,89.83,"west"
"NL33","B44",3,0.5,18.61,89.83,"west"
"NL23","B60",6,0.55,34.64,66.07,"west"
"NL31","B60",45,0.59,23.1,66.07,"west"
"NL32","B60",52,0.4,31.77,66.07,"west"
"NL33","B60",84,0.44,28.03,66.07,"west"
"NL31","B61",15,1.83,30.88,68.26,"west"
"NL32","B61",1,0.07,40.14,68.26,"west"
"NL33","B61",12,0.59,41.33,68.26,"west"
"NL23","B62",3,1.17,27.66,66.86,"west"
"NL31","B62",17,0.94,24.45,66.86,"west"
"NL32","B62",23,0.75,34.93,66.86,"west"
"NL33","B62",35,0.78,25.76,66.86,"west"
"NL23","B63",1,0.97,25.45,62.52,"west"
"NL31","B63",10,1.38,40.57,62.52,"west"
"NL32","B63",16,1.29,47.9,62.52,"west"
"NL33","B63",115,6.37,49.1,62.52,"west"
"NL31","B64",4,0.27,27.06,54.03,"west"
"NL32","B64",24,0.94,32.02,54.03,"west"
"NL33","B64",41,1.1,28.97,54.03,"west"
"NL23","B65",9,1.33,34.6,92.34,"west"
"NL31","B65",88,1.86,32.92,92.34,"west"
"NL32","B65",93,1.15,42.31,92.34,"west"
"NL33","B65",124,1.05,24.89,92.34,"west"
"NL23","B66",1,0.6,41.05,76.22,"west"
"NL31","B66",9,0.77,52.01,76.22,"west"
"NL32","B66",22,1.1,49.69,76.22,"west"
"NL33","B66",67,2.3,41.82,76.22,"west"
"NL31","B67",10,2.54,52.63,80.08,"west"
"NL32","B67",19,2.82,56.14,80.08,"west"
"NL33","B67",9,0.92,52.13,80.08,"west"
"NL32","B81",3,0.75,29.66,68.81,"west"
"NL33","B81",8,1.37,41.59,68.81,"west"
"NL23","B82",1,1.67,38.43,59.08,"west"
"NL31","B82",2,0.48,19.22,59.08,"west"
"NL32","B82",12,1.67,52.35,59.08,"west"
"NL33","B82",25,2.38,31.76,59.08,"west"
"NL31","C01",11,0.8,35.06,68.63,"west"
"NL32","C01",43,1.82,66.78,68.63,"west"
"NL33","C01",33,0.96,48.85,68.63,"west"
"NL31","C02",14,1.78,42.42,71.6,"west"
"NL32","C02",23,1.71,63.48,71.6,"west"
"NL33","C02",28,1.43,57,71.6,"west"
"NL31","C03",1,0.14,15.94,86.19,"west"
"NL32","C03",4,0.33,41.44,86.19,"west"
"NL33","C03",4,0.23,25.17,86.19,"west"
"NL23","C04",1,0.7,41,68.74,"west"
"NL31","C04",3,0.3,15.33,68.74,"west"
"NL32","C04",7,0.41,45.21,68.74,"west"
"NL33","C04",12,0.48,24.52,68.74,"west"
"NL31","C05",2,0.89,49.69,74.41,"west"
"NL32","C05",8,2.09,75.15,74.41,"west"
"NL33","C05",4,0.72,62.27,74.41,"west"
"NL32","C06",1,1.46,28.29,58.55,"west"
"NL33","C06",9,9.02,66.34,58.55,"west"
"NL23","C07",13,1.2,71.48,55.24,"west"
"NL31","C07",172,2.28,65.74,55.24,"west"
"NL32","C07",250,1.93,61.74,55.24,"west"
"NL33","C07",215,1.14,55.74,55.24,"west"
"NL23","C08",18,2.34,60.32,90.78,"west"
"NL31","C08",44,0.82,26,90.78,"west"
