"id";"value";"share";"ctry"
"Robert Bosch Gmbh";878;2,84;"DE"
"Denso Corporation";474;1,53;"JP"
"Continental Automotive Gmbh";335;1,08;"DE"
"Hitachi Automotive Systems Ltd";335;1,08;"JP"
"Vitesco Technologies Gmbh";316;1,02;"DE"
"Vitesco Technologies Gmbh";316;1,02;"FR"
"Kurita Water Industries Ltd";229;0,74;"JP"
"Isuzu Motors Limited";195;0,63;"JP"
"Basf Corporation";174;0,56;"US"
"Cummins Inc";171;0,55;"US"
"Johnson Matthey Public Limited Company";166;0,54;"UK"
"Nissan Motor Co Ltd";165;0,53;"JP"
"Volvo Truck Corporation";161;0,52;"SE"
"Honda Motor Co Ltd";160;0,52;"JP"
"Delphi Technologies Ip Limited";156;0,5;"BB"
"Shanghai Bixiufu Enterprise Management Co Ltd";154;0,5;"CN"
"Scania Cv Ab";151;0,49;"SE"
"Mann+Hummel Gmbh";144;0,47;"DE"
"Mazda Motor Corporation";140;0,45;"JP"
"Mitsubishi Electric Corporation";139;0,45;"JP"
"Toyota Jidosha Kabushiki Kaisha";130;0,42;"JP"
"Saudi Arabian Oil Company";126;0,41;"SA"
"Renault Sas";121;0,39;"FR"
"Bayerische Motoren Werke Aktiengesellschaft";121;0,39;"DE"
"Psa Automobiles Sa";117;0,38;"FR"
"Lg Electronics Inc";117;0,38;"KR"
"3m Innovative Properties Company";112;0,36;"US"
"Cummins Emission Solutions Inc";109;0,35;"US"
"Tenneco (Suzhou) Emission System Co Ltd";108;0,35;"CN"
"Umicore Ag & Co Kg";105;0,34;"DE"
"Ecolab Usa Inc";96;0,31;"US"
"Mtu Friedrichshafen Gmbh";92;0,3;"DE"
"Cataler Corporation";90;0,29;"JP"
"Corning Incorporated";88;0,28;"US"
"Toray Industries Inc";86;0,28;"JP"
"Basf Se";86;0,28;"DE"
"Donaldson Company Inc";84;0,27;"US"
"Organo Corporation";83;0,27;"JP"
"Caterpillar Inc";82;0,27;"US"
"Cummins Filtration Ip Inc";79;0,26;"US"
"Mitsubishi Heavy Industries Ltd";77;0,25;"JP"
"Dow Global Technologies Llc";75;0,24;"US"
"Midea Group Co Ltd";75;0,24;"CN"
"Ibiden Co Ltd";75;0,24;"JP"
"W„§Rtsil„§ Finland Oy";74;0,24;"FI"
"Evoqua Water Technologies Llc";72;0,23;"US"
"Mitsubishi Power Ltd";72;0,23;"JP"
"Yanmar Power Technology Co Ltd";71;0,23;"JP"
"Continental Automotive France";71;0,23;"FR"
"Yamaha Hatsudoki Kabushiki Kaisha";69;0,22;"JP"
"Mitsubishi Heavy Industries Engineering Ltd";68;0,22;"JP"
"Ifp Energies Nouvelles";67;0,22;"FR"
"Aisan Kogyo Kabushiki Kaisha";66;0,21;"JP"
"Hitachi Astemo Ltd";66;0,21;"JP"
"Avl List Gmbh";65;0,21;"AT"
"Shell Internationale Research Maatschappij Bv";62;0,2;"NL"
"Volkswagen Aktiengesellschaft";62;0,2;"DE"
"Mahle International Gmbh";62;0,2;"DE"
"Koninklijke Philips Nv";61;0,2;"NL"
"Lg Chem Ltd";61;0,2;"KR"
"Exxonmobil Research And Engineering Company";60;0,19;"US"
"Ngk Insulators Ltd";60;0,19;"JP"
"Nihon Trim Co Ltd";60;0,19;"JP"
"Dyson Technology Limited";60;0,19;"UK"
"General Electric Company";57;0,18;"US"
"Hitachi Ltd";57;0,18;"JP"
"Plastic Omnium Advanced Innovation And Research";57;0,18;"BE"
"Kemira Oyj";57;0,18;"FI"
"Eaton Intelligent Power Limited";54;0,17;"IE"
"Futaba Industrial Co Ltd";54;0,17;"JP"
"Eaton Intelligent Power Limited";54;0,17;"SG"
"Sabic Global Technologies Bv";53;0,17;"NL"
"Daimler Ag";53;0,17;"DE"
"Haldor Tops„∏E A/S";52;0,17;"DK"
"Samsung Electronics Co Ltd";51;0,16;"KR"
"Suez Groupe";50;0,16;"FR"
"Massachusetts Institute Of Technology";50;0,16;"US"
"Kabushiki Kaisha Toshiba";49;0,16;"JP"
"Yanmar Co Ltd";49;0,16;"JP"
"Kabushiki Kaisha Toyota Jidoshokki";49;0,16;"JP"
"General Electric Technology Gmbh";46;0,15;"CH"
"Toyobo Co Ltd";46;0,15;"JP"
"Mitsubishi Hitachi Power Systems Ltd";45;0,15;"JP"
"Veolia Water Solutions & Technologies Support";45;0,15;"FR"
"Jaguar Land Rover Limited";44;0,14;"UK"
"Japan Engine Corporation";42;0,14;"JP"
"Nanjing University";42;0,14;"CN"
"Ne Chemcat Corporation";42;0,14;"JP"
"Uop Llc";41;0,13;"US"
"Ihi Corporation";41;0,13;"JP"
"The Chugoku Electric Power Co Inc";41;0,13;"JP"
"The Regents Of The University Of California";41;0,13;"US"
"Hitachi Construction Machinery Co Ltd";40;0,13;"JP"
"Sumitomo Electric Industries Ltd";40;0,13;"JP"
"Siemens Aktiengesellschaft";39;0,13;"DE"
"Delphi International Operations Luxembourg S„† Rl";39;0,13;"LU"
"Thyssenkrupp Ag";38;0,12;"DE"
"Nitto Denko Corporation";38;0,12;"JP"
"King Abdullah University Of Science And Technology";37;0,12;"SA"
"Kubota Corporation";37;0,12;"JP"
"Coway Co Ltd";36;0,12;"KR"
"Kuraray Co Ltd";35;0,11;"JP"
"Centre National De La Recherche Scientifique";35;0,11;"FR"
"Foshan Shunde Midea Water Dispenser Mfg Co Ltd";34;0,11;"CN"
"Rhodia Operations";33;0,11;"FR"
"Komatsu Ltd";33;0,11;"JP"
"Isuzu Motors Ltd";33;0,11;"JP"
"Chevron Usa Inc";32;0,1;"US"
"Tsinghua University";32;0,1;"CN"
"Daikin Industries Ltd";32;0,1;"JP"
"Fuji Electric Co Ltd";31;0,1;"JP"
"Edwards Limited";31;0,1;"UK"
"Rohm And Haas Company";31;0,1;"US"
"South China University Of Technology";31;0,1;"CN"
"Delphi Automotive Systems Luxembourg Sa";31;0,1;"LU"
"Unilever Nv";31;0,1;"NL"
"Elringklinger Ag";30;0,1;"DE"
"Tenneco Automotive Operating Company Inc";30;0,1;"US"
"Asahi Kasei Kabushiki Kaisha";30;0,1;"JP"
"Unilever Plc";30;0,1;"UK"
"Shenzhen Wisdom Energy Technology Company";29;0,09;"CN"
"Mitsubishi Jidosha Kogyo Kabushiki Kaisha";29;0,09;"JP"
"Umicore Ag&Co Kg";29;0,09;"DE"
"Fca Us Llc";29;0,09;"US"
"Brita Gmbh";29;0,09;"DE"
"Bl Technologies Inc";28;0,09;"US"
"Weichai Power Co Ltd";28;0,09;"CN"
"Korea Institute Of Energy Research";28;0,09;"KR"
"Mitsubishi Heavy Industries Engine & Turbocharger Ltd";28;0,09;"JP"
"Thyssenkrupp Industrial Solutions Ag";27;0,09;"DE"
"Dalian University Of Technology";27;0,09;"CN"
"Nanyang Technological University";27;0,09;"SG"
"Honeywell International Inc";27;0,09;"US"
"Perkins Engines Company Limited";27;0,09;"UK"
"Tenneco Gmbh";27;0,09;"DE"
"Walbro Llc";27;0,09;"US"
"Innio Jenbacher Gmbh & Co Og";27;0,09;"AT"
"Amogreentech Co Ltd";26;0,08;"KR"
"Seoul Viosys Co Ltd";26;0,08;"KR"
"Cpt Group Gmbh";26;0,08;"DE"
"Jiangnan University";26;0,08;"CN"
"Usui Co Ltd";25;0,08;"JP"
"Mitsubishi Chemical Corporation";25;0,08;"JP"
"Chinese Research Academy Of Environmental Sciences";25;0,08;"CN"
"Hitachi Zosen Corporation";24;0,08;"JP"
"Audi Ag";24;0,08;"DE"
"Korea University Research And Business Foundation";24;0,08;"KR"
"Mitsui Mining & Smelting Co Ltd";24;0,08;"JP"
"Valeo Systemes Thermiques";24;0,08;"FR"
"Tvs Motor Company Limited";24;0,08;"IN"
"Tula Technology Inc";24;0,08;"US"
"Outotec (Finland) Oy";23;0,07;"FI"
"Alfa Laval Corporate Ab";23;0,07;"SE"
"Panasonic Intellectual Property Management Co Ltd";23;0,07;"JP"
"Eaton Corporation";23;0,07;"US"
"Nikkiso Co Ltd";23;0,07;"JP"
"Suez International";23;0,07;"FR"
"Nomura Micro Science Co Ltd";23;0,07;"JP"
"California Institute Of Technology";22;0,07;"US"
"Yara International Asa";22;0,07;"NO"
"Kawasaki Jukogyo Kabushiki Kaisha";22;0,07;"JP"
"Carrier Corporation";22;0,07;"US"
"Liebherr-Components Deggendorf Gmbh";22;0,07;"DE"
"Orbital Systems Ab";22;0,07;"SE"
"Korea Institute Of Industrial Technology";21;0,07;"KR"
"Korea Research Institute Of Chemical Technology";21;0,07;"KR"
"Exxonmobil Chemical Patents Inc";21;0,07;"US"
"Murata Manufacturing Co Ltd";21;0,07;"JP"
"Borgwarner Inc";21;0,07;"US"
"L'orange Gmbh";21;0,07;"DE"
"Zhejiang University";20;0,06;"CN"
"Heesung Catalysts Corporation";20;0,06;"KR"
"Fpt Industrial Spa";20;0,06;"IT"
"Halliburton Energy Services Inc";20;0,06;"US"
"Keihin Corporation";20;0,06;"JP"
"Lixil Corporation";19;0,06;"JP"
"Siemens Energy Inc";19;0,06;"US"
"Haier Smart Home Co Ltd";19;0,06;"CN"
"Xylem Europe Gmbh";19;0,06;"CH"
"Foshan Viomi Electrical Technology Co Ltd";19;0,06;"CN"
"Veolia Water Solutions&Technologies Support";19;0,06;"FR"
"Exxonmobil Upstream Research Company";18;0,06;"US"
"Linde Gmbh";18;0,06;"DE"
"Sumitomo Chemical Company Limited";18;0,06;"JP"
"Korea Advanced Institute Of Science And Technology";18;0,06;"KR"
"Omya International Ag";18;0,06;"CH"
"Faurecia Emissions Control Technologies Usa Llc";18;0,06;"US"
"Total Marketing Services";18;0,06;"FR"
"Tokyo Roki Co Ltd";18;0,06;"JP"
"Mahle Metal Leve S/A";18;0,06;"BR"
"Xiaomi Inc";18;0,06;"CN"
"Chen Xiaoping";18;0,06;"CN"
"Metawater Co Ltd";18;0,06;"JP"
"D„ºRr Systems Ag";17;0,05;"DE"
"Solvay Sa";17;0,05;"BE"
"Chemtreat Inc";17;0,05;"US"
"Posco";17;0,05;"KR"
"Kautex Textron Gmbh & Co Kg";17;0,05;"DE"
"Clean Diesel Technologies Inc";17;0,05;"US"
"Volkswagen Ag";17;0,05;"DE"
"Hitachi Metals Ltd";17;0,05;"JP"
"Umicore Shokubai Japan Co Ltd";17;0,05;"JP"
"Continental Automotive Systems Inc";17;0,05;"US"
"Soochow University";17;0,05;"CN"
"Aisin Seiki Kabushiki Kaisha";17;0,05;"JP"
"Husqvarna Ab";17;0,05;"SE"
"Mikuni Corporation";17;0,05;"JP"
"Shenzhen Energy Environmental Engineering Co Ltd";16;0,05;"CN"
"Agc Inc";16;0,05;"JP"
"Innospec Limited";16;0,05;"UK"
"Evonik Operations Gmbh";16;0,05;"DE"
"Hino Motors Ltd";16;0,05;"JP"
"Schaeffler Technologies Ag & Co Kg";16;0,05;"DE"
"Westport Power Inc";16;0,05;"CA"
"Gd Midea Air-Conditioning Equipment Co Ltd";16;0,05;"CN"
"National University Of Singapore";16;0,05;"SG"
"Shenzhen Qianhai Xiaoyou Technology Co Ltd";16;0,05;"CN"
"Wuhan Shengyu Drainage System Co Ltd";16;0,05;"CN"
"Commonwealth Scientific And Industrial Research Organisation";15;0,05;"AU"
"Doosan Lentjes Gmbh";15;0,05;"DE"
"Teknologian Tutkimuskeskus Vtt Oy";15;0,05;"FI"
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev";15;0,05;"DE"
"Parker-Hannifin Corporation";15;0,05;"US"
"Bosch Corporation";15;0,05;"JP"
"Woodward Inc";15;0,05;"US"
"Bombardier Recreational Products Inc";15;0,05;"CA"
"Entegris Inc";15;0,05;"US"
"Hewlett-Packard Development Company Lp";15;0,05;"US"
"Qingdao Haier Washing Machine Co Ltd";15;0,05;"CN"
"Gradiant Corporation";15;0,05;"US"
"Foshan Midea Chungho Water Purification Equipment Co Ltd";15;0,05;"CN"
"Swing Corporation";15;0,05;"JP"
"Hohai University";15;0,05;"CN"
"Toshiba Infrastructure Systems&Solutions Corporati";15;0,05;"JP"
"Applied Materials Inc";14;0,05;"US"
"Kanken Techno Co Ltd";14;0,05;"JP"
"Tianjin University";14;0,05;"CN"
"Sekisui Chemical Co Ltd";14;0,05;"JP"
"Commissariat √† L'„âNergie Atomique Et Aux √âNergies Alternatives";14;0,05;"FR"
"Sumitomo Metal Mining Co Ltd";14;0,05;"JP"
"Shandong University";14;0,05;"CN"
"The University Of British Columbia";14;0,05;"CA"
"Nichias Corporation";14;0,05;"JP"
"Dexerials Corporation";14;0,05;"JP"
"Achates Power Inc";14;0,05;"US"
"Eagle Industry Co Ltd";14;0,05;"JP"
"Atlas Copco Airpower Naamloze Vennootschap";14;0,05;"BE"
"Powerchina Water Environment Goverance";14;0,05;"CN"
"Huang Anwu";14;0,05;"CN"
"Spcm Sa";14;0,05;"FR"
"Xu Weijun";14;0,05;"CN"
"Hu Xiujuan";14;0,05;"CN"
"Illinois Tool Works Inc";13;0,04;"US"
"Linde Aktiengesellschaft";13;0,04;"DE"
"Baker Hughes A Ge Company Llc";13;0,04;"US"
"Clariant International Ltd";13;0,04;"CH"
"Universitat Polit„®Cnica De Val„®Ncia";13;0,04;"ES"
"Korea Institute Of Machinery & Materials";13;0,04;"KR"
"Korea Electric Power Corporation";13;0,04;"KR"
"The University Of Tokyo";13;0,04;"JP"
"Tongji University";13;0,04;"CN"
"K & N Engineering Inc";13;0,04;"US"
"Watlow Electric Manufacturing Company";13;0,04;"US"
"Mitsui Mining&Smelting Co Ltd";13;0,04;"JP"
"Battelle Memorial Institute";13;0,04;"US"
"Doosan Infracore Co Ltd";13;0,04;"KR"
"Qatar Foundation For Education Science And Community Development";13;0,04;"US"
"Pierburg Gmbh";13;0,04;"DE"
"Dayco Ip Holdings Llc";13;0,04;"US"
"Ufi Filters Spa";13;0,04;"IT"
"Gree Electric Appliances Inc Of Zhuhai";13;0,04;"CN"
"Merck Patent Gmbh";13;0,04;"DE"
"Mag Aerospace Industries Llc";13;0,04;"US"
"Qatar Foundation For Education Science And Community Development";13;0,04;"QA"
"Aco Severin Ahlmann Gmbh&Co Kommanditgesellschaft";13;0,04;"DE"
"Ebara Corporation";12;0,04;"JP"
"Chiyoda Corporation";12;0,04;"JP"
"Consejo Superior De Investigaciones Cient„≠ficas (Csic)";12;0,04;"ES"
"Council Of Scientific And Industrial Research";12;0,04;"IN"
"Mitsubishi Heavy Industries Environmental & Chemical Engineering Co Ltd";12;0,04;"JP"
"Total Raffinage Chimie";12;0,04;"FR"
"Ngk Spark Plug Co Ltd";12;0,04;"JP"
"Man Energy Solutions Se";12;0,04;"DE"
"Kyoto University";12;0,04;"JP"
"Panasonic Corporation";12;0,04;"JP"
"Hanwha Solutions Corporation";12;0,04;"KR"
"Northwestern University";12;0,04;"US"
"De Nora Permelec Ltd";12;0,04;"JP"
"Tanaka Kikinzoku Kogyo Kk";12;0,04;"JP"
"National Institute Of Advanced Industrial Science And Technology";12;0,04;"JP"
"Hengst Se";12;0,04;"DE"
"Valeo Systemes De Controle Moteur";12;0,04;"FR"
"Daf Trucks Nv";12;0,04;"NL"
"Piccaluga Pierre";12;0,04;"CH"
"Bsh Hausger„§Te Gmbh";12;0,04;"DE"
