"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL41","Bio-landbouw",0.39,2,3.75,37.94,17,"south"
"NL41","Biosensors",1.39,18,11.68,28.74,72,"south"
"NL41","Carbon Capture",0.11,1,2.8,56.55,0,"south"
"NL41","Digitale veiligheid",1.16,46,35.44,30.7,280,"south"
"NL41","Electrolizers voor Power2Molecule",0.85,1,3.6,44.46,9,"south"
"NL41","Elektrische mobiliteit - Battery technologies",0.81,24,16.49,49.68,68,"south"
"NL41","Elektrische mobiliteit - EV charging systems",0.75,1,14.65,60.07,22,"south"
"NL41","Energiebesparing hardware/datacenters - Photonic memory",0,0,72.31,38.45,1,"south"
"NL41","Energieopslag - Photovoltaic",1.54,11,32.87,37.87,39,"south"
"NL41","GMO",0,0,2.16,44.16,1,"south"
"NL41","Hernieuwbare energie - Composieten",0.94,161,9.26,49.06,59,"south"
"NL41","Hernieuwbare energie - Windturbines",0.5,10,12.16,32.62,9,"south"
"NL41","Klimaatbeheersing",1.67,5,31.7,52.07,106,"south"
"NL41","Medtech/beeldvorming",1.7,12,74.22,24.4,2031,"south"
"NL41","Nano-medicine",0.71,4,11.76,31.29,25,"south"
"NL41","Personalised/precision medicine",0.7,6,81.15,20.1,871,"south"
"NL41","Precisielandbouw",0.35,1,14.04,63.75,2,"south"
"NL41","Recyclage",1,17,1.75,50.64,9,"south"
"NL41","Robotics - Autonomous robots",0,0,14.64,52.65,12,"south"
"NL41","Robotics - Robots",1.38,19,14.16,49.7,19,"south"
"NL41","Robotisering Chirurgie-opafstand",0.7,3,80.66,38.71,187,"south"
"NL41","Smart grids",1.33,10,29.69,44.86,21,"south"
"NL41","Super-labfoods",0,0,29.12,29.06,38,"south"
"NL41","Waste water treatment",0,0,5.56,39.15,49,"south"
"NL41","Zaadveredeling",0.21,1,3.4,53.83,0,"south"
"NL42","3D-printing/additive productie",0.53,2,45.6,51.56,28,"south"
"NL42","Advanced maintenance (CMMS)",0,0,14.23,54.36,0,"south"
"NL42","Artificial intelligence",1.35,147,5.39,24.95,2,"south"
"NL42","Bio-landbouw",1.32,2,64.99,37.94,19,"south"
"NL42","Biosensors",1.04,4,27.01,28.74,15,"south"
"NL42","Carbon Capture",1.48,4,63.99,56.55,0,"south"
"NL42","Digitale veiligheid",1.54,18,6.88,30.7,2,"south"
"NL42","Electrolizers voor Power2Molecule",0,0,32.2,44.46,20,"south"
"NL42","Elektrische mobiliteit - Battery technologies",0.34,3,24.24,49.68,19,"south"
"NL42","Elektrische mobiliteit - EV charging systems",0,0,4.59,60.07,0,"south"
"NL42","Energiebesparing hardware/datacenters - Photonic memory",0,0,12.31,38.45,0,"south"
"NL42","Energieopslag - Photovoltaic",0,0,52.52,37.87,40,"south"
"NL42","GMO",0,0,71.91,44.16,6,"south"
"NL42","Hernieuwbare energie - Composieten",0.46,23,50.49,49.06,98,"south"
"NL42","Hernieuwbare energie - Windturbines",1.02,6,18.02,32.62,6,"south"
"NL42","Klimaatbeheersing",0,0,10.3,52.07,7,"south"
"NL42","Medtech/beeldvorming",4.32,9,16.58,24.4,26,"south"
"NL42","Nano-medicine",0.6,1,26.72,31.29,5,"south"
"NL42","Personalised/precision medicine",4.71,12,6.51,20.1,10,"south"
"NL42","Precisielandbouw",1.17,1,27.92,63.75,1,"south"
"NL42","Recyclage",2.6,13,80,50.64,17,"south"
"NL42","Robotics - Autonomous robots",0,0,7.57,52.65,1,"south"
"NL42","Robotics - Robots",0.74,3,8.84,49.7,2,"south"
"NL42","Robotisering Chirurgie-opafstand",3.96,5,8.12,38.71,2,"south"
"NL42","Smart grids",0,0,11.89,44.86,1,"south"
"NL42","Super-labfoods",0,0,77.46,29.06,32,"south"
"NL42","Waste water treatment",0,0,53.88,39.15,27,"south"
"NL42","Zaadveredeling",0,0,74.27,53.83,4,"south"
"south","3D-printing/additive productie",1.12467741935484,19,18.7492741935484,51.56,124,"south"
"south","Advanced maintenance (CMMS)",0,0,22.42,54.36,10,"south"
"south","Artificial intelligence",1.09183745583039,552,64.3007067137809,24.95,283,"south"
"south","Bio-landbouw",0.813076923076923,4,38.2010256410256,37.94,39,"south"
"south","Biosensors",1.32965517241379,22,14.3231034482759,28.74,87,"south"
"south","Carbon Capture",0,5,0,56.55,0,"south"
"south","Digitale veiligheid",1.15450704225352,64,35.0309154929577,30.7,284,"south"
"south","Electrolizers voor Power2Molecule",0.255,1,23.9836666666667,44.46,30,"south"
"south","Elektrische mobiliteit - Battery technologies",0.699318181818182,27,18.2394318181818,49.68,88,"south"
"south","Elektrische mobiliteit - EV charging systems",0.75,1,14.65,60.07,22,"south"
"south","Energiebesparing hardware/datacenters - Photonic memory",0,0,72.31,38.45,1,"south"
"south","Energieopslag - Photovoltaic",1.75703703703704,13,42.6077777777778,37.87,81,"south"
"south","GMO",0,0,61.9457142857143,44.16,7,"south"
"south","Hernieuwbare energie - Composieten",0.705029940119761,186,35.3817964071856,49.06,167,"south"
"south","Hernieuwbare energie - Windturbines",0.708,17,14.504,32.62,15,"south"
"south","Klimaatbeheersing",1.53930434782609,5,30.1212173913043,52.07,115,"south"
"south","Medtech/beeldvorming",1.73143273433706,21,73.4253229723167,24.4,2059,"south"
"south","Nano-medicine",0.691666666666667,5,14.2533333333333,31.29,30,"south"
"south","Personalised/precision medicine",0.745516458569807,18,80.3027809307605,20.1,881,"south"
"south","Precisielandbouw",0.623333333333333,2,18.6666666666667,63.75,3,"south"
"south","Recyclage",1.9,30,54.4517857142857,50.64,28,"south"
"south","Robotics - Autonomous robots",0,0,13.9071428571429,52.65,14,"south"
"south","Robotics - Robots",1.25909090909091,22,13.6409090909091,49.7,22,"south"
"south","Robotisering Chirurgie-opafstand",0.734497354497354,8,79.8923809523809,38.71,189,"south"
"south","Smart grids",1.16375,10,28.575,44.86,24,"south"
"south","Super-labfoods",0,0,51.2182857142857,29.06,70,"south"
"south","Waste water treatment",0,0,24.1972151898734,39.15,79,"south"
"south","Zaadveredeling",0,1,74.27,53.83,4,"south"
