"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"165317";"United Arab Emirates (AE)";"United States (US)";1;10;0,01;0,04;30,76;"High-Performance Computing (HPC)"
"179613";"United Arab Emirates (AE)";"United States (US)";4;33,33;0,11;0,11;33,24;"Biomaterials"
"298311";"United Arab Emirates (AE)";"United States (US)";1;2,86;0,01;0,08;32,18;"Generative AI"
"229511";"United Arab Emirates (AE)";"United States (US)";8;16,33;0,1;0,17;28,7;"Software Engineering & System Development"
"4070";"United Arab Emirates (AE)";"United States (US)";2;4,55;0,01;0,06;29,03;"Computer Vision, Language Processing & Object Recognition"
"255311";"United Arab Emirates (AE)";"United States (US)";1;6,67;0,01;0,03;19,68;"Semiconductors/Chips"
"64121";"United Arab Emirates (AE)";"United States (US)";1;33,33;0,21;0,14;22,38;"Green Consumer Goods"
"73217";"United Arab Emirates (AE)";"United States (US)";4;57,14;0,42;0,17;23,05;"Carbon Capture & Storage"
"158911";"United Arab Emirates (AE)";"United States (US)";5;45,45;0,08;0,05;29,4;"Cloud Computing & Edge Computing"
"154212";"United Arab Emirates (AE)";"United States (US)";1;11,11;0,01;0,02;25,1;"Mobile Networks (5G/6G)"
"95810";"United Arab Emirates (AE)";"United States (US)";1;12,5;0,02;0,06;29,78;"Quantum Technologies"
"168510";"United Arab Emirates (AE)";"United States (US)";1;8,33;0,03;0,07;23,57;"Drones"
"39964";"United Arab Emirates (AE)";"United States (US)";3;6,25;0,01;0,07;30,44;"Artificial Intelligence"
"5112";"United Arab Emirates (AE)";"United States (US)";15;21,13;0,05;0,06;28,6;"Cybersecurity Technologies"
"11336";"United Arab Emirates (AE)";"United States (US)";7;35;0,17;0,18;36,27;"Blockchain Technologies"
"24175";"United Arab Emirates (AE)";"United States (US)";1;5,56;0,01;0,06;24,18;"Robotics"
"53162";"United Arab Emirates (AE)";"United States (US)";3;6,12;0,02;0,06;16,24;"Battery"
"31432";"United Arab Emirates (AE)";"United States (US)";2;7,69;0,03;0,08;17,07;"Solar Energy"
"49921";"United Arab Emirates (AE)";"United States (US)";3;7,5;0,03;0,07;18,08;"Hydrogen Fuel Cells"
