"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Agrofood Waste Cut";1;1;8,5;7,5;0,12;1784;595;2e-04;1189,5;0,0013;21,42;11,31
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;10,45;40
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;13,18;13,34
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Circular Business";0;0;0;0;0;0;0;0;0;0;47,02;3,04
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Circular Design";0;0;0;0;0;0;0;0;0;0;39,66;6,54
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;12,37;6,45
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;7,25;8,06
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Industrial Symbiosis";4;3;86,39;77,39;0,1;16849;7512;2e-04;12180,5;0,0016;12,37;18,42
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Product Services";0;0;0;0;0;0;0;0;0;0;48,8;7,54
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;12,09;11,92
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;6,48;10,12
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;5,98;9,52
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;21,42;39,49
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;10,45;73,19
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;13,18;48,7
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Circular Business";0;0;0;0;0;0;0;0;0;0;47,02;45,01
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Circular Design";0;0;0;0;0;0;0;0;0;0;39,66;53,25
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;12,37;44,08
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;7,25;65,23
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Industrial Symbiosis";0;0;0;0;0;0;0;0;0;0;12,37;46,56
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Product Services";0;0;0;0;0;0;0;0;0;0;48,8;47,32
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;12,09;42,95
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;6,48;36,22
