"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",2028,"green",23.39
"Air & Water pollution reduction","Green transition",875,"green",10.09
"Batteries","Green transition",530,"green",6.11
"Biofuels","Green transition",1100,"green",12.68
"Biotechnology","Green transition",587,"green",6.77
"Efficient power & combustion","Green transition",64,"green",0.74
"Geothermal energy","Green transition",4,"green",0.05
"Green buildings","Green transition",40,"green",0.46
"Green transports","Green transition",226,"green",2.61
"Greenhouse gas capture","Green transition",229,"green",2.64
"Hydrogen","Green transition",362,"green",4.17
"Marine & hydro energy","Green transition",3,"green",0.03
"Nuclear energy","Green transition",21,"green",0.24
"Other energy storage","Green transition",36,"green",0.42
"Recycling technologies","Green transition",1050,"green",12.11
"Solar energy","Green transition",221,"green",2.55
"Waste management","Green transition",960,"green",11.07
"Water related adaptation technologies","Green transition",84,"green",0.97
"Wind energy","Green transition",252,"green",2.91
