"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"AI & Big Data";10;6;117,7;93,7;0,2;7109;25377;0,001;16243;0,0048;56,84;11,57
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Automation & robotics";8;3;19,61;13,61;0,31;890;4796;0,0018;2843;0,0057;78,57;6,58
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Autonomous & connected mobility";0;0;0;0;0;0;0;0;0;0;53,26;11,51
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Biophotonics";0;0;0;0;0;0;0;0;0;0;70,89;16,41
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Bioprocess technology";0;0;0;0;0;0;0;0;0;0;78,17;15,16
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Biotechnologies";2;1;17,2;16,2;0,06;1704;5289;4e-04;3496,5;0,0066;62,97;12,08
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"CCS / CCU";2;1;7,78;6,78;0,13;339;1735;5e-04;1037;0,0037;36,09;1,19
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"CO2-neutral production";0;0;0;0;0;0;0;0;0;0;44,24;1,24
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Cybersecurity";0;0;0;0;0;0;0;0;0;0;61,91;21,21
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Data ecosystems";0;0;0;0;0;0;0;0;0;0;62,81;8,34
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Data sciences & digital health";0;0;0;0;0;0;0;0;0;0;34,15;15,01
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Geothermal energy";0;0;0;0;0;0;0;0;0;0;80,78;4,49
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Immersive technologies";0;0;0;0;0;0;0;0;0;0;66,54;7,39
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Individual mass production";1;1;22,67;21,67;0,04;1164;8030;3e-04;4597;0,0065;80,58;9,15
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Industrial robotics";0;0;0;0;0;0;0;0;0;0;84,81;4,84
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Maritime technology";0;0;0;0;0;0;0;0;0;0;85,96;3,17
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Medical technology";49;12;172,85;136,85;0,21;11381;36523;0,0011;23952;0,0052;67,08;15,2
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Mobility services";6;1;4,27;3,27;0,23;438;1968;8e-04;1203;0,0035;47,11;10,75
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"More flexible energy systems";0;0;0;0;0;0;0;0;0;0;53,88;3,83
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Nanotechnologies";29;13;43,04;-8,96;1,21;3701;11968;0,0059;7834,5;0,0049;60,2;8,31
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Neural interfaces";6;1;63,21;62,21;0,02;4419;12929;1e-04;8674;0,0063;73,8;13,49
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Nuclear fusion";1014;35;39,89;-135,11;4,39;9467;3445;0,0318;6456;0,0072;56,97;21,15
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Optics & photonics";84;17;252,83;184,83;0,27;20686;48005;0,0014;34345,5;0,0051;68,11;14,09
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Overall defense strategy";0;0;0;0;0;0;0;0;0;0;62,58;5,34
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Personalized medicine";10;2;31,72;27,72;0,13;2311;6451;4e-04;4381;0,0034;21,3;14,55
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Personalized nutrition";0;0;0;0;0;0;0;0;0;0;27,48;26,87
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Precision breeding";0;0;0;0;0;0;0;0;0;0;86,32;6,52
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Private air transport";0;0;0;0;0;0;0;0;0;0;77,93;4,58
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Quantum technologies";0;0;0;0;0;0;0;0;0;0;72,04;9,03
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Semiconductors & microchips";0;0;0;0;0;0;0;0;0;0;74,87;3,21
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Smart factories";1;1;5,73;4,73;0,17;357;1697;0,001;1027;0,0057;75,93;7,74
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Smart farming";0;0;0;0;0;0;0;0;0;0;64,71;8,94
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Space logistics";0;0;0;0;0;0;0;0;0;0;80,48;7,55
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"UAS & drone defense";0;0;0;0;0;0;0;0;0;0;86,06;7,35
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Ubiquitous computing";0;0;0;0;0;0;0;0;0;0;59,99;17,42
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Water purification";6;1;8;7;0,12;602;2091;5e-04;1346,5;0,0041;30,91;6,63
"Lower Saxony (DE9)";"Abruzzo (ITF1)";"Weapon systems & ammunition";0;0;0;0;0;0;0;0;0;0;66,89;8,36
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"AI & Big Data";19;11;105,63;61,63;0,42;3776;25377;0,0018;14576,5;0,0044;56,84;28,8
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Automation & robotics";0;0;0;0;0;0;0;0;0;0;78,57;14,8
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Autonomous & connected mobility";2;1;6,52;5,52;0,15;482;3516;7e-04;1999;0,0045;53,26;40,92
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Biophotonics";0;0;0;0;0;0;0;0;0;0;70,89;4,77
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Bioprocess technology";0;0;0;0;0;0;0;0;0;0;78,17;6,97
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Biotechnologies";8;2;13,48;9,48;0,3;192;5289;0,0015;2740,5;0,0052;62,97;6,97
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"CCS / CCU";4;1;9,92;8,92;0,1;909;1735;5e-04;1322;0,0047;36,09;31,4
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"CO2-neutral production";0;0;0;0;0;0;0;0;0;0;44,24;11,27
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Cybersecurity";17;6;10,53;-7,47;1,71;598;2228;0,0059;1413;0,0035;61,91;30,98
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Data ecosystems";10;2;13,22;11,22;0,15;223;3098;0,0015;1660,5;0,0098;62,81;23,08
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Data sciences & digital health";2;1;2,93;1,93;0,34;114;1336;0,001;725;0,0029;34,15;40,99
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Geothermal energy";0;0;0;0;0;0;0;0;0;0;80,78;14,65
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Immersive technologies";0;0;0;0;0;0;0;0;0;0;66,54;25,41
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Individual mass production";0;0;0;0;0;0;0;0;0;0;80,58;10,28
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Industrial robotics";0;0;0;0;0;0;0;0;0;0;84,81;11,39
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Maritime technology";0;0;0;0;0;0;0;0;0;0;85,96;11,25
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Medical technology";29;4;139,93;127,93;0,09;2259;36523;4e-04;19391;0,0042;67,08;8,14
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Mobility services";0;0;0;0;0;0;0;0;0;0;47,11;45,87
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"More flexible energy systems";2;1;15,53;14,53;0,06;773;3457;3e-04;2115;0,0045;53,88;42,01
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Nanotechnologies";2;1;33,72;32,72;0,03;308;11968;1e-04;6138;0,0038;60,2;7,01
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Neural interfaces";0;0;0;0;0;0;0;0;0;0;73,8;9,58
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Nuclear fusion";0;0;0;0;0;0;0;0;0;0;56,97;3,75
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Optics & photonics";0;0;0;0;0;0;0;0;0;0;68,11;5,35
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Overall defense strategy";0;0;0;0;0;0;0;0;0;0;62,58;30,13
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Personalized medicine";20;3;29,38;23,38;0,2;1664;6451;6e-04;4057,5;0,0031;21,3;24,04
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Personalized nutrition";0;0;0;0;0;0;0;0;0;0;27,48;20,18
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Precision breeding";0;0;0;0;0;0;0;0;0;0;86,32;3,64
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Private air transport";0;0;0;0;0;0;0;0;0;0;77,93;17,96
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Quantum technologies";0;0;0;0;0;0;0;0;0;0;72,04;5,02
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Semiconductors & microchips";0;0;0;0;0;0;0;0;0;0;74,87;2,6
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Smart factories";0;0;0;0;0;0;0;0;0;0;75,93;21,63
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Smart farming";0;0;0;0;0;0;0;0;0;0;64,71;24,22
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"Space logistics";0;0;0;0;0;0;0;0;0;0;80,48;12,5
"Lower Saxony (DE9)";"Agder og Rogaland (NO04)";"UAS & drone defense";0;0;0;0;0;0;0;0;0;0;86,06;11,7
