"id";"value";"share";"ctry"
"Lg Electronics Inc";293;4,68;"KR"
"Abb Schweiz Ag";196;3,13;"CH"
"Kuka Deutschland Gmbh";164;2,62;"DE"
"Kawasaki Jukogyo Kabushiki Kaisha";119;1,9;"JP"
"Samsung Electronics Co Ltd";87;1,39;"KR"
"Franka Emika Gmbh";75;1,2;"DE"
"X Development Llc";70;1,12;"US"
"Siemens Aktiengesellschaft";60;0,96;"DE"
"Intuitive Surgical Operations Inc";59;0,94;"US"
"Omron Corporation";59;0,94;"JP"
"Sony Corporation";50;0,8;"JP"
"Mitsubishi Electric Corporation";49;0,78;"JP"
"Fuji Corporation";46;0,73;"JP"
"Sony Group Corporation";43;0,69;"JP"
"Olympus Corporation";41;0,65;"JP"
"Covidien Lp";41;0,65;"US"
"Berkshire Grey Inc";36;0,57;"US"
"Google Llc";32;0,51;"US"
"Cmr Surgical Limited";31;0,49;"UK"
"Verb Surgical Inc";31;0,49;"US"
"Boston Dynamics Inc";30;0,48;"US"
"Robert Bosch Gmbh";30;0,48;"DE"
"The Regents Of The University Of California";27;0,43;"US"
"Kabushiki Kaisha Yaskawa Denki";26;0,42;"JP"
"Sz Dji Technology Co Ltd";26;0,42;"CN"
"Panasonic Intellectual Property Management Co Ltd";24;0,38;"JP"
"Life Robotics Inc";23;0,37;"JP"
"Ntn Corporation";23;0,37;"JP"
"Amazon Technologies Inc";22;0,35;"US"
"Auris Health Inc";22;0,35;"US"
"Massachusetts Institute Of Technology";22;0,35;"US"
"Shen Zhen Kuang-Chi Hezhong Technology Ltd";22;0,35;"CN"
"Canon Kabushiki Kaisha";21;0,34;"JP"
"Soft Robotics Inc";21;0,34;"US"
"Telefonaktiebolaget Lm Ericsson (Publ)";21;0,34;"SE"
"Mujin Inc";20;0,32;"JP"
"Universal Robots A/S";18;0,29;"DK"
"Sony Interactive Entertainment Inc";18;0,29;"JP"
"Shenzhen A&E Intelligent Technology Institute Co";18;0,29;"CN"
"Applied Materials Inc";17;0,27;"US"
"Ethicon Llc";17;0,27;"PR"
"Fastbrick Ip Pty Ltd";17;0,27;"AU"
"Ethicon Llc";17;0,27;"US"
"Tsinghua University";17;0,27;"CN"
"Irobot Corporation";16;0,26;"US"
"Microsoft Technology Licensing Llc";16;0,26;"US"
"Nidec Sankyo Corporation";16;0,26;"JP"
"Robotis Co Ltd";16;0,26;"KR"
"Groove X Inc";16;0,26;"JP"
"President And Fellows Of Harvard College";15;0,24;"US"
"Bae Systems Plc";15;0,24;"UK"
"Nidec Corporation";15;0,24;"JP"
"Walmart Apollo Llc";15;0,24;"US"
"Nanjing Estun Robotics Co Ltd";15;0,24;"CN"
"Krones Aktiengesellschaft";14;0,22;"DE"
"Nissan Motor Co Ltd";14;0,22;"JP"
"Safran Electronics & Defense";14;0,22;"FR"
"Cloudminds (Shenzhen) Robotics Systems Co Ltd";14;0,22;"CN"
"Guangzhou Shiyuan Electronics Co Ltd";14;0,22;"CN"
"Commissariat √† L'„âNergie Atomique Et Aux √âNergies Alternatives";13;0,21;"FR"
"Ubtech Robotics Corp";13;0,21;"CN"
"Yamaha Hatsudoki Kabushiki Kaisha";13;0,21;"JP"
"Shenzhen A&E Intelligent Technology Institute Co Ltd";13;0,21;"CN"
"Brooks Automation Inc";13;0,21;"US"
"Beijing Geekplus Technology Co Ltd";13;0,21;"CN"
"Mitsubishi Heavy Industries Ltd";12;0,19;"JP"
"Tyco Electronics (Shanghai) Co Ltd";12;0,19;"CN"
"Koninklijke Philips Nv";12;0,19;"NL"
"Hitachi Ltd";12;0,19;"JP"
"Medicaroid Corporation";12;0,19;"JP"
"Brain Corporation";12;0,19;"US"
"The Charles Stark Draper Laboratory Inc";12;0,19;"US"
"Kabushiki Kaisha Toshiba";11;0,18;"JP"
"Thk Co Ltd";11;0,18;"JP"
"Ecovacs Robotics Co Ltd";11;0,18;"CN"
"General Electric Company";11;0,18;"US"
"Centre National De La Recherche Scientifique";11;0,18;"FR"
"B-Temia Inc";11;0,18;"CA"
"Locus Robotics Corp";11;0,18;"US"
"Dexterity Inc";11;0,18;"US"
"Qualcomm Incorporated";10;0,16;"US"
"Kuka Systems Gmbh";10;0,16;"DE"
"Kastanienbaum Gmbh";10;0,16;"DE"
"Keba Ag";10;0,16;"AT"
"Fondazione Istituto Italiano Di Tecnologia";10;0,16;"IT"
"Intel Corporation";10;0,16;"US"
"Teradyne Inc";10;0,16;"US"
"Shenzhen Yuejiang Technology Co Ltd";10;0,16;"CN"
"Fanuc America Corporation";10;0,16;"US"
"Toshiba Infrastructure Systems & Solutions Corporation";10;0,16;"JP"
"Toyota Research Institute Inc";10;0,16;"US"
"Nanjing Avatarmind Robot Technology Co Ltd";10;0,16;"CN"
"Ezwon Internet Service Co Ltd";10;0,16;"KR"
"Harbin Institute Of Technology Shenzhen";10;0,16;"CN"
"Ju Hehua";10;0,16;"CN"
"Zhang Biao";9;0,14;"US"
"D„ºRr Systems Ag";9;0,14;"DE"
"Korea University Research And Business Foundation";9;0,14;"KR"
"Mako Surgical Corp";9;0,14;"US"
"Siemens Industry Software Ltd";9;0,14;"IL"
"Ekso Bionics Inc";9;0,14;"US"
"Nec Corporation";9;0,14;"JP"
"Boe Technology Group Co Ltd";9;0,14;"CN"
"Goertek Inc";9;0,14;"CN"
"Shanghai Microport Medbot (Group) Co Ltd";9;0,14;"CN"
"Canvas Construction Inc";9;0,14;"US"
"Korea Institute Of Robot&Convergence";9;0,14;"KR"
"Siemens Ltd China";9;0,14;"CN"
"Uipath Inc";9;0,14;"US"
"Persimmon Technologies Corporation";8;0,13;"US"
"Kubota Corporation";8;0,13;"JP"
"Genesis Robotics And Motion Technologies Canada Ulc";8;0,13;"CA"
"Ottobock Se & Co Kgaa";8;0,13;"DE"
"Universal City Studios Llc";8;0,13;"US"
"Huawei Technologies Co Ltd";8;0,13;"CN"
"Beijing Jingdong Shangke Information Technology Co Ltd";8;0,13;"CN"
"Shenzhen Dorabot Robotics Co Ltd";8;0,13;"CN"
"Korea Advanced Institute Of Science And Technology";8;0,13;"KR"
"Shenzhen Sasi Intelligence Science And Technology";8;0,13;"CN"
"Ascend Robotics Llc";8;0,13;"US"
"Syrius Robotics Co Ltd";8;0,13;"CN"
"Parker-Hannifin Corporation";7;0,11;"US"
"The Johns Hopkins University";7;0,11;"US"
"Boca Remus";7;0,11;"US"
"Robart Gmbh";7;0,11;"AT"
"Varram System Co Ltd";7;0,11;"KR"
"Saudi Arabian Oil Company";7;0,11;"SA"
"South China University Of Technology";7;0,11;"CN"
"Cognibotics Ab";7;0,11;"SE"
"Renishaw Plc";7;0,11;"UK"
"Korea Institute Of Machinery & Materials";7;0,11;"KR"
"Beijing Jingdong Century Trading Co Ltd";7;0,11;"CN"
"Guangdong Bona Robot Corporation Limited";7;0,11;"CN"
"Ronchi Mario Spa";7;0,11;"IT"
"Beijing Keyi Technology Co Ltd";7;0,11;"CN"
"Hilti Aktiengesellschaft";7;0,11;"LI"
"Wuyi University";7;0,11;"CN"
"Suzhou Mailan Medical Technologies Co Ltd";7;0,11;"CN"
"Shenzhen Dexta Robotics Co  Ltd";7;0,11;"CN"
"Brainlab Ag";6;0,1;"DE"
"Bayerische Motoren Werke Aktiengesellschaft";6;0,1;"DE"
"Everybot Inc";6;0,1;"KR"
"Memic Innovative Surgery Ltd";6;0,1;"IL"
"Tgw Logistics Group Gmbh";6;0,1;"AT"
"Daifuku Co Ltd";6;0,1;"JP"
"Honda Motor Co Ltd";6;0,1;"JP"
"Te Connectivity Corporation";6;0,1;"US"
"Zimmer Martin";6;0,1;"DE"
"Zimmer G„ºNther";6;0,1;"DE"
"Beckhoff Automation Gmbh";6;0,1;"DE"
"Dmg Mori Co Ltd";6;0,1;"JP"
"Mtm Robotics Llc";6;0,1;"US"
"Jiangnan University";6;0,1;"CN"
"Board Of Regents The University Of Texas System";6;0,1;"US"
"Exoiq Gmbh";6;0,1;"DE"
"Yujin Robot Co Ltd";6;0,1;"KR"
"Trumpf Werkzeugmaschinen Gmbh + Co Kg";6;0,1;"DE"
"Harbin Institute Of Technology";6;0,1;"CN"
"Seoul National University R&Db Foundation";6;0,1;"KR"
"Shenzhen Gowild Robotics Co Ltd";6;0,1;"CN"
"Zenrobotics Oy";6;0,1;"FI"
"Southeast University";6;0,1;"CN"
"Veo Robotics Inc";6;0,1;"US"
"Commissariat A L`Energie Atomique Et Aux Energies";6;0,1;"FR"
"Naver Labs Corporation";6;0,1;"KR"
"Beijing Institute Of Technology";6;0,1;"CN"
"Realtime Robotics Inc";6;0,1;"US"
"Shanghai Flexiv Robotics Technology Co Ltd";6;0,1;"CN"
"Schunk Gmbh & Co Kg Spann- Und Greiftechnik";5;0,08;"DE"
"Solystic";5;0,08;"FR"
"Hewlett-Packard Development Company Lp";5;0,08;"US"
"Panasonic Corporation";5;0,08;"JP"
"Ekas Paul";5;0,08;"US"
"Intelligrated Headquarters Llc";5;0,08;"US"
"Wandercraft";5;0,08;"FR"
"Seiko Epson Corporation";5;0,08;"JP"
"Deutsches Zentrum F„ºR Luft- Und Raumfahrt Ev";5;0,08;"DE"
"Azbil Corporation";5;0,08;"JP"
"Festo Se & Co Kg";5;0,08;"DE"
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev";5;0,08;"DE"
"Titan Medical Inc";5;0,08;"CA"
"Yutou Technology (Hangzhou) Co Ltd";5;0,08;"CN"
"Ocado Innovation Limited";5;0,08;"UK"
"National Oilwell Varco Lp";5;0,08;"US"
"Rainbow Robotics";5;0,08;"KR"
"Aalborg Universitet";5;0,08;"DK"
"Ovalo Gmbh";5;0,08;"DE"
"Erle Robotics Sl";5;0,08;"ES"
"Zhejiang Libiao Robots Co Ltd";5;0,08;"CN"
"Fogale Nanotech";5;0,08;"FR"
"Verily Life Sciences Llc";5;0,08;"US"
"Ninebot (Beijing) Tech Co Ltd";5;0,08;"CN"
"Bystronic Laser Ag";5;0,08;"CH"
"Beijing Xiaomi Mobile Software Co Ltd";5;0,08;"CN"
"Fuhlbrigge Thomas";5;0,08;"US"
"Siemens Healthcare Diagnostics Inc";5;0,08;"US"
"Neuromeka";5;0,08;"KR"
"Beijing University Of Technology";5;0,08;"CN"
"Magna International Inc";5;0,08;"CA"
"Krones Ag";5;0,08;"DE"
"Advanced Intelligent Systems Inc";5;0,08;"CA"
"Suzhou Radiant Photovoltaic Technology Co Ltd";5;0,08;"CN"
"Ping An Technology (Shenzhen) Co Ltd";5;0,08;"CN"
"Goertek Technology Co Ltd";5;0,08;"CN"
"Hanwha Co Ltd";5;0,08;"KR"
"Midea Group Co Ltd";5;0,08;"CN"
"Dalian University Of Technology";5;0,08;"CN"
"Shenzhen Dorabot Inc";5;0,08;"CN"
"Tayoun Anthony";5;0,08;"US"
"Flexiv Ltd";5;0,08;"KY"
"Gree Electric Appliances Inc Of Zhuhai";5;0,08;"CN"
"Beijing Hai Yi Tong Zhan Information Technology Co";5;0,08;"CN"
"Guangdong Bright Dream Robotics Co Ltd";5;0,08;"CN"
"Easyendo Surgical Inc";5;0,08;"KR"
"Flexiv Ltd";5;0,08;"GB"
"Opex Corporation";5;0,08;"US"
"Fuhlbrigge Thomas A";4;0,06;"US"
"Wal-Mart Apollo Llc";4;0,06;"US"
"Centre National De La Recherche Scientifique (Cnrs)";4;0,06;"FR"
"Psa Automobiles Sa";4;0,06;"FR"
"Cvut V Praze Fakulta Strojn„≠";4;0,06;"CZ"
"Husqvarna Ab";4;0,06;"SE"
"Dyson Technology Limited";4;0,06;"UK"
"Robotiques 3 Dimensions";4;0,06;"FR"
"Broetje-Automation Gmbh";4;0,06;"DE"
"Koh Young Technology Inc";4;0,06;"KR"
"Advanced Telecommunications Research Institute International";4;0,06;"JP"
"Enhance Technologies Llc";4;0,06;"US"
"Ossur Iceland Ehf";4;0,06;"IS"
"Softbank Robotics Europe";4;0,06;"FR"
"Shenzhen A & E Smart Institute Co Ltd";4;0,06;"CN"
"Board Of Regents Of The University Of Nebraska";4;0,06;"US"
"Politecnico Di Milano";4;0,06;"IT"
"Brainlab Robotics Gmbh";4;0,06;"DE"
"Kabushiki Kaisha Kobe Seiko Sho (Kobe Steel Ltd)";4;0,06;"JP"
"Dematic Corp";4;0,06;"US"
"Nabtesco Corporation";4;0,06;"JP"
"Noonee Ag";4;0,06;"CH"
"Medical Microinstruments Spa";4;0,06;"IT"
"Wang Jianjun";4;0,06;"US"
"Ubtech Robotics Corp Ltd";4;0,06;"CN"
"Lockheed Martin Corporation";4;0,06;"US"
"Sphero Inc";4;0,06;"US"
"Kyushu University National University Corporation";4;0,06;"JP"
"Cyberdyne Inc";4;0,06;"JP"
"Iuvo Srl";4;0,06;"IT"
"Hypertherm Inc";4;0,06;"US"
"Delaval Holding Ab";4;0,06;"SE"
"Korea Institute Of Industrial Technology";4;0,06;"KR"
"Zhongrui Funing Robotics (Shenyang) Co Ltd";4;0,06;"CN"
"Zume Inc";4;0,06;"US"
"Exonetik Inc";4;0,06;"CA"
"Ima Industria Macchine Automatiche Spa";4;0,06;"IT"
"Shanghai Partnerx Robotics Co Ltd";4;0,06;"CN"
"University Of Tsukuba";4;0,06;"JP"
"Beijing Surgerii Technology Co Ltd";4;0,06;"CN"
"Cc3d Llc";4;0,06;"US"
"Zhejiang Guozi Robot Technology Co Ltd";4;0,06;"CN"
"Wink Robotics";4;0,06;"US"
"Kuang-Chi Innovative Technology Ltd";4;0,06;"CN"
"Amicro Semiconductor Co Ltd";4;0,06;"CN"
"National University Of Singapore";4;0,06;"SG"
"Shenzhen Institute Of Advanced Technology Shenzhen";4;0,06;"CN"
"Magswitch Technology Worldwide Pty Ltd";4;0,06;"US"
"Amp Robotics Corporation";4;0,06;"US"
"Telexistence Inc";4;0,06;"JP"
"China University Of Mining And Technology";4;0,06;"CN"
"Preferred Networks Inc";4;0,06;"JP"
"Material Handling Systems Inc";4;0,06;"US"
"Suzhou Industry Park Kaymax Precision Engineering Co Ltd";4;0,06;"CN"
"Scuola Superiore Di Studi Universitari E Di Perfezionamento Sant'anna";4;0,06;"IT"
"Genesis Robotics And Motion Technologies Lp";4;0,06;"US"
"Ergosante Technologie";4;0,06;"FR"
"Lam Research Corporation";4;0,06;"US"
"Rethink Robotics Gmbh";4;0,06;"DE"
"Deutsches Zentrum F„úr Luft- Und Raumfahrt Ev";4;0,06;"DE"
"Dmai Inc";4;0,06;"US"
"Misty Robotics Inc";4;0,06;"US"
"Divergent Technologies Inc";4;0,06;"US"
"Beijing Orion Star Technology Co Ltd";4;0,06;"CN"
"Chu Cody";4;0,06;"US"
"Evolution Construction System Sl";4;0,06;"ES"
"Simkins Matt";4;0,06;"US"
"Robo Risen Co Ltd";4;0,06;"KR"
"Meere Company Inc";4;0,06;"KR"
"Shenzhen Taihui Technology Co Ltd";4;0,06;"CN"
"Bozhon Precision Industry Technology Co Ltd";4;0,06;"CN"
"Suzhou Bozhon Robot Co Ltd";4;0,06;"CN"
"Festo Se&Co Kg";4;0,06;"DE"
"Mycionics Inc";4;0,06;"CA"
"Suzhou Cleva Precision Machinery&Technology Co L";4;0,06;"CN"
"Embodied Intelligence Inc";4;0,06;"US"
"Lounge'lab Inc";4;0,06;"KR"
"Moscow Institute Of Physics And Technology";4;0,06;"RU"
"Abb Technology Ltd";3;0,05;"CH"
"Aktiebolaget Electrolux";3;0,05;"SE"
"Blue Danube Robotics Gmbh";3;0,05;"AT"
"Eisenmann Se";3;0,05;"DE"
"Mbl Limited";3;0,05;"UK"
"Steerable Instruments Nv";3;0,05;"BE"
"Universite De Poitiers";3;0,05;"FR"
"Autostore Technology As";3;0,05;"NO"
"Jibo Inc";3;0,05;"US"
"Sony Olympus Medical Solutions Inc";3;0,05;"JP"
"Audi Ag";3;0,05;"DE"
"Yang Jianbo";3;0,05;"CN"
"Toshiba Lifestyle Products & Services Corporation";3;0,05;"JP"
"The University Of Tokyo";3;0,05;"JP"
"Ulvac Inc";3;0,05;"JP"
"Ferrobotics Compliant Robot Technology Gmbh";3;0,05;"AT"
"Nikon Corporation";3;0,05;"JP"
"Zhang George Q";3;0,05;"US"
"Hy5pro As";3;0,05;"NO"
"Liebherr-Verzahntechnik Gmbh";3;0,05;"DE"
"Kuka Roboter Gmbh";3;0,05;"DE"
"Schuler Pressen Gmbh";3;0,05;"DE"
"Yaskawa Nordic Ab";3;0,05;"SE"
"Rijk Zwaan Zaadteelt En Zaadhandel Bv";3;0,05;"NL"
"Think Surgical Inc";3;0,05;"US"
"Sc 'Quantum Systems'";3;0,05;"RU"
"Opton Co Ltd";3;0,05;"JP"
"Imperial College Innovations Limited";3;0,05;"UK"
"Northeastern University";3;0,05;"US"
"Automata Technologies Limited";3;0,05;"UK"
"Starship Technologies O„ú";3;0,05;"EE"
"Kawada Robotics Corporation";3;0,05;"JP"
"Sumitomo Wiring Systems Ltd";3;0,05;"JP"
"Magazino Gmbh";3;0,05;"DE"
"Fruitcore Robotics Gmbh";3;0,05;"DE"
"Denso Corporation";3;0,05;"JP"
"Universita' Degli Studi Di Genova";3;0,05;"IT"
"Igus Gmbh";3;0,05;"DE"
"Eth Z„ºRich";3;0,05;"CH"
"Shenzhen Saiyi Science And Technology Development";3;0,05;"CN"
"Bastian Solutions Llc";3;0,05;"US"
"Innogetic Technology Co Ltd";3;0,05;"CN"
"Cornell University";3;0,05;"US"
"Shanghai Slamtec Co Ltd";3;0,05;"CN"
"Autodesk Inc";3;0,05;"US"
"Counsyl Inc";3;0,05;"US"
"Grabit Inc";3;0,05;"US"
"Hirata Corporation";3;0,05;"JP"
"National University Corporation Kagawa University";3;0,05;"JP"
"Pilz Gmbh & Co Kg";3;0,05;"DE"
"Universit„© De Franche-Comt„©";3;0,05;"FR"
"Raytheon Company";3;0,05;"US"
"Shenzhen Huake Anycheck Information Technologies Co Ltd";3;0,05;"CN"
"Simbe Robotics Inc";3;0,05;"US"
"Cloudminds (Beijing) Technologies Co Ltd";3;0,05;"CN"
"Hankook Mirae Technology Co Ltd";3;0,05;"KR"
"Beijing Rockrobo Technology Co Ltd";3;0,05;"CN"
"Worcester Polytechnic Institute";3;0,05;"US"
"Alert Innovation Inc";3;0,05;"US"
"Zhuineng Robotics (Shanghai) Co Ltd";3;0,05;"CN"
"Macdonald Dettwiler And Associates Inc";3;0,05;"CA"
"Push4m";3;0,05;"FR"
"Thyssenkrupp Ag";3;0,05;"DE"
"Physik Instrumente (Pi) Gmbh & Co Kg";3;0,05;"DE"
"Beijing Shenmigu Digi-Tech Co Ltd";3;0,05;"CN"
"Kurashiki Boseki Kabushiki Kaisha";3;0,05;"JP"
"Mobius Imaging Llc";3;0,05;"US"
"Industry-University Cooperation Foundation Hanyang University Erica Campus";3;0,05;"KR"
"Foster-Miller Inc";3;0,05;"US"
"Shenzhen Ami Technology Co Ltd";3;0,05;"CN"
"Northeastern University";3;0,05;"CN"
"International Business Machines Corporation";3;0,05;"US"
"Huazhong University Of Science And Technology";3;0,05;"CN"
"Hanwha Precision Machinery Co Ltd";3;0,05;"KR"
"Kyoraku Co Ltd";3;0,05;"JP"
"Shenzhen A&E Smart Institute Co Ltd";3;0,05;"CN"
"Hella Gmbh&Co Kgaa";3;0,05;"DE"
"Commissariat √† L'energie Atomique Et Aux Energies Alternatives";3;0,05;"FR"
"Kinova Inc";3;0,05;"CA"
"Roam Robotics Inc";3;0,05;"US"
"Sunfolding Inc";3;0,05;"US"
"Hrl Laboratories Llc";3;0,05;"US"
"Moog Inc";3;0,05;"US"
"Soochow University";3;0,05;"CN"
"Vanderbilt University";3;0,05;"US"
"Us Bionics Inc";3;0,05;"US"
"Shenzhen Conchin Technology Co Ltd";3;0,05;"CN"
"Opum Technologies Limited";3;0,05;"NZ"
"Kindred Systems Inc";3;0,05;"CA"
"Shenzhen Long-Hit Robotics Technology Co Ltd";3;0,05;"CN"
"Anhui University Of Science And Technology";3;0,05;"CN"
"Yuanda Robotics Gmbh";3;0,05;"DE"
"Green Refrigeration Equipment Engineering Research Center Of Zhuhai Gree Co Ltd";3;0,05;"CN"
"Robotiq Inc";3;0,05;"CA"
"Korea University Of Technology And Education Industry - University Cooperation Foundation";3;0,05;"KR"
"Waterloo Controls Inc";3;0,05;"CA"
"Drishti Technologies Inc";3;0,05;"US"
"Hai Robotics Co Ltd";3;0,05;"CN"
"Shenzhen Institutes Of Advanced Technology";3;0,05;"CN"
"Shenzhen Water World Co Ltd";3;0,05;"CN"
"Pirelli Tyre Spa";3;0,05;"IT"
"Jabil Inc";3;0,05;"US"
"3m Innovative Properties Company";3;0,05;"US"
"Duffus Eric Arthur";3;0,05;"CA"
"Greenearth Automation Inc";3;0,05;"CA"
"Ankobot (Shanghai) Smart Technologies Co Ltd";3;0,05;"CN"
"Ankobot (Shenzhen) Smart Technologies Co Ltd";3;0,05;"CN"
"Xyrec Ip Bv";3;0,05;"NL"
"Kindred Systems Inc";3;0,05;"US"
"Publichnoe Aktsionernoe Obshchestvo 'Sberbank Russ";3;0,05;"RU"
"Battelle Energy Alliance Llc";3;0,05;"US"
"Shenzhen Gjs Technology Co Ltd";3;0,05;"CN"
"Teng Zhou";3;0,05;"US"
"Ceres Innovation Llc";3;0,05;"US"
"Bear Robotics Inc";3;0,05;"US"
"Trumpf Maschinen Austria Gmbh&Co Kg";3;0,05;"AT"
"Skylla Technologies Inc";3;0,05;"US"
"Tsinghua Shenzhen International Graduate School";3;0,05;"CN"
"Korea Institute Of Machinery&Materials";3;0,05;"KR"
"Agile Robots Ag";3;0,05;"DE"
"Beijing Siling Robot Technology Co Ltd";3;0,05;"CN"
"Oleynik Mark";3;0,05;"NC"
"Oleynik Mark";3;0,05;"MC"
"Oleynik Mark";3;0,05;"PF"
"Nanjing Yuqun Communication Technology Co Ltd";3;0,05;"CN"
"Nanjing Chenxiao Software Technology Co Ltd";3;0,05;"CN"
"Dextrous Robotics Inc";3;0,05;"US"
"Assisted Surgical Technologies (Ast) Ltd";3;0,05;"CY"
"Jd Digits Haiyi Information Technology Co Ltd";3;0,05;"CN"
"Limited Liability Company 'Neuroassistive Technolo";3;0,05;"RU"
