"id";"value";"share";"ctry"
"Advanced New Technologies Co Ltd";853;3,53;"KY"
"Mastercard International Incorporated";700;2,9;"US"
"Huawei Technologies Co Ltd";634;2,63;"CN"
"Visa International Service Association";468;1,94;"US"
"Microsoft Technology Licensing Llc";423;1,75;"US"
"Samsung Electronics Co Ltd";331;1,37;"KR"
"Alibaba Group Holding Limited";298;1,23;"KY"
"Alibaba Group Holding Limited";298;1,23;"US"
"Intel Corporation";283;1,17;"US"
"Telefonaktiebolaget Lm Ericsson (Publ)";253;1,05;"SE"
"Nec Corporation";248;1,03;"JP"
"Nchain Holdings Limited";239;0,99;"AG"
"Ping An Technology (Shenzhen) Co Ltd";208;0,86;"CN"
"Qualcomm Incorporated";197;0,82;"US"
"Tencent Technology (Shenzhen) Company Limited";193;0,8;"CN"
"Walmart Apollo Llc";184;0,76;"US"
"Zte Corporation";178;0,74;"CN"
"Siemens Aktiengesellschaft";173;0,72;"DE"
"Google Llc";170;0,7;"US"
"Hewlett-Packard Development Company Lp";156;0,65;"US"
"International Business Machines Corporation";149;0,62;"US"
"Nokia Technologies Oy";142;0,59;"FI"
"Mitsubishi Electric Corporation";140;0,58;"JP"
"Lg Electronics Inc";132;0,55;"KR"
"Shenzhen Cifpay Network Bank Technology Co Ltd";132;0,55;"CN"
"Capital One Services Llc";131;0,54;"US"
"Paypal Inc";122;0,51;"US"
"China Unionpay Co Ltd";120;0,5;"CN"
"Nippon Telegraph And Telephone Corporation";118;0,49;"JP"
"Thales Dis France Sa";111;0,46;"FR"
"Alipay (Hangzhou) Information Technology Co Ltd";109;0,45;"CN"
"Apple Inc";98;0,41;"US"
"One Connect Smart Technology Co Ltd (Shenzhen)";95;0,39;"CN"
"Jpmorgan Chase Bank Na";89;0,37;"US"
"Koninklijke Philips Nv";88;0,36;"NL"
"Sony Group Corporation";85;0,35;"JP"
"Robert Bosch Gmbh";82;0,34;"DE"
"Yulong Computer Telecommunication Scientific (Shenzhen) Co Ltd";81;0,34;"CN"
"Micron Technology Inc";78;0,32;"US"
"Orange";69;0,29;"FR"
"Sony Corporation";66;0,27;"JP"
"Cisco Technology Inc";62;0,26;"US"
"Hitachi Ltd";61;0,25;"JP"
"Square Inc";61;0,25;"US"
"Amazon Technologies Inc";58;0,24;"US"
"British Telecommunications Public Limited Company";56;0,23;"UK"
"Hewlett Packard Enterprise Development Lp";55;0,23;"US"
"Webank Co Ltd";55;0,23;"CN"
"Citrix Systems Inc";54;0,22;"US"
"Giesecke+Devrient Mobile Security Gmbh";54;0,22;"DE"
"Coinplug Inc";54;0,22;"KR"
"Gemalto Sa";50;0,21;"FR"
"Nagravision Sa";50;0,21;"CH"
"Intuit Inc";50;0,21;"US"
"Fujian Landi Commercial Equipment Co Ltd";49;0,2;"CN"
"Oracle International Corporation";47;0,19;"US"
"Huawei International Pte Ltd";46;0,19;"SG"
"Guangdong Oppo Mobile Telecommunications Corp Ltd";45;0,19;"CN"
"Ebay Inc";43;0,18;"US"
"Mcafee Llc";42;0,17;"US"
"Feitian Technologies Co Ltd";40;0,17;"CN"
"Assa Abloy Ab";40;0,17;"SE"
"Bundesdruckerei Gmbh";39;0,16;"DE"
"Shenzhen University";39;0,16;"CN"
"Arris Enterprises Llc";37;0,15;"US"
"American Express Travel Related Services Company Inc";37;0,15;"US"
"Mastercard International Inc";35;0,14;"US"
"Diebold Nixdorf Incorporated";34;0,14;"US"
"Mastercard Asia/Pacific Pte Ltd";34;0,14;"SG"
"Cryptography Research Inc";31;0,13;"US"
"Ingenico Group";31;0,13;"FR"
"Hangzhou Fuzamei Technology Co Ltd";31;0,13;"CN"
"Nokia Solutions And Networks Oy";30;0,12;"FI"
"Motorola Solutions Inc";30;0,12;"US"
"Xard Group Pty Ltd";30;0,12;"AU"
"Nec Laboratories Europe Gmbh";29;0,12;"DE"
"Platon Co Limited";29;0,12;"HK"
"Shenzhen Onething Technologies Co Ltd";29;0,12;"CN"
"Blackberry Limited";28;0,12;"CA"
"Fujitsu Limited";28;0,12;"JP"
"Arm Limited";27;0,11;"UK"
"Xiaomi Inc";27;0,11;"CN"
"Bc Card Co Ltd";27;0,11;"KR"
"Boe Technology Group Co Ltd";26;0,11;"CN"
"Sz Dji Technology Co Ltd";26;0,11;"CN"
"Pax Computer Technology (Shenzhen) Co Ltd";25;0,1;"CN"
"Rakuten Inc";25;0,1;"JP"
"Felica Networks Inc";25;0,1;"JP"
"China Mobile Communications Group Co Ltd";25;0,1;"CN"
"Idemia France";24;0,1;"FR"
"Shenzhen Goodix Technology Co Ltd";24;0,1;"CN"
"T-Mobile Usa Inc";24;0,1;"US"
"Kddi Corporation";24;0,1;"JP"
"Siemens Mobility Gmbh";23;0,1;"DE"
"Sumitomo Electric Industries Ltd";23;0,1;"JP"
"Denso Corporation";23;0,1;"JP"
"Tendyron Corporation";23;0,1;"CN"
"Cubic Corporation";23;0,1;"US"
"Kabushiki Kaisha Toshiba";22;0,09;"JP"
"Autonetworks Technologies Ltd";22;0,09;"JP"
"Sumitomo Wiring Systems Ltd";22;0,09;"JP"
"Baidu Online Network Technology (Beijing) Co Ltd";22;0,09;"CN"
"Huawei Technologies Duesseldorf Gmbh";22;0,09;"DE"
"Ssenstone Inc";22;0,09;"KR"
"Cloudminds (Shenzhen) Robotics Systems Co Ltd";21;0,09;"CN"
"Guangdong Oppo Mobile Telecommunications Corp Lt";21;0,09;"CN"
"Glory Ltd";21;0,09;"JP"
"Mimos Berhad";20;0,08;"MY"
"Nti Inc";20;0,08;"JP"
"Nec Platforms Ltd";20;0,08;"JP"
"Facebook Inc";20;0,08;"US"
"Shenzhen Shenglu Iot Communication Technology Co Ltd";20;0,08;"CN"
"Arm Ip Limited";19;0,08;"UK"
"Fingerprint Cards Ab";19;0,08;"SE"
"Raytheon Company";18;0,07;"US"
"Worldline";18;0,07;"FR"
"Averon Us Inc";18;0,07;"US"
"Akamai Technologies Inc";18;0,07;"US"
"Volkswagen Aktiengesellschaft";18;0,07;"DE"
"Tzero Ip Llc";18;0,07;"US"
"Royal Bank Of Canada";18;0,07;"CA"
"Western Digital Technologies Inc";18;0,07;"US"
"Worldline";18;0,07;"BE"
"Intel Ip Corporation";17;0,07;"US"
"Signify Holding Bv";17;0,07;"NL"
"Omron Corporation";17;0,07;"JP"
"Le Holdings (Beijing) Co Ltd";17;0,07;"CN"
"Audi Ag";17;0,07;"DE"
"Mastercard Asia Pacific Pte Ltd";17;0,07;"SG"
"Zhang Yanyan";17;0,07;"CN"
"Beijing Xiaomi Mobile Software Co Ltd";17;0,07;"CN"
"Continental Automotive Gmbh";16;0,07;"DE"
"Zhou Tiger";16;0,07;"US"
"Zhou Dylan";16;0,07;"US"
"Massachusetts Institute Of Technology";16;0,07;"US"
"Entit Software Llc";16;0,07;"US"
"Ipco 2012 Limited";16;0,07;"UK"
"Beijing Jingdong Century Trading Co Ltd";16;0,07;"CN"
"Beijing Jingdong Shangke Information Technology Co Ltd";16;0,07;"CN"
"Vivo Mobile Communication Co Ltd";16;0,07;"CN"
"Oki Electric Industry Co Ltd";16;0,07;"JP"
"Publichnoe Aktsionernoe Obshchestvo 'Sberbank Russ";16;0,07;"RU"
"One Connect Smart Technology Co Ltd(Shenzhen)";16;0,07;"CN"
"Secure-Ic Sas";15;0,06;"FR"
"Pcms Holdings Inc";15;0,06;"US"
"China Iwncomm Co Ltd";15;0,06;"CN"
"Honeywell International Inc";15;0,06;"US"
"Bayerische Motoren Werke Aktiengesellschaft";15;0,06;"DE"
"Wal-Mart Apollo Llc";15;0,06;"US"
"Eygs Llp";15;0,06;"UK"
"Beijing Sankuai Online Technology Co Ltd";15;0,06;"CN"
"Eygs Llp";15;0,06;"GB"
"Jingdong Digits Technology Holding Co Ltd";15;0,06;"CN"
"Alipay Labs (Singapore) Pte Ltd";15;0,06;"SG"
"Nuro Inc";15;0,06;"US"
"Irdeto Bv";14;0,06;"NL"
"Salesforcecom Inc";14;0,06;"US"
"Zhou Andrew";14;0,06;"US"
"Nationz Technologies Inc";14;0,06;"CN"
"Huizhou Tcl Mobile Communication Co Ltd";14;0,06;"CN"
"Bitflyer Blockchain Inc";14;0,06;"JP"
"Lexmark International Inc";14;0,06;"US"
"Wuhan Douyu Network Technology Co Ltd";14;0,06;"CN"
"Wangsu Science & Technology Co Ltd";14;0,06;"HK"
"Wangsu Science & Technology Co Ltd";14;0,06;"CN"
"Launch Tech Co Ltd";14;0,06;"CN"
"The Coca-Cola Company";14;0,06;"US"
"Vatbox Ltd";14;0,06;"IL"
"Innogy Innovation Gmbh";13;0,05;"DE"
"Sicpa Holding Sa";13;0,05;"CH"
"Agency For Science Technology And Research";13;0,05;"SG"
"Id Quantique Sa";13;0,05;"CH"
"Sk Planet Co Ltd";13;0,05;"KR"
"Sanechips Technology Co Ltd";13;0,05;"CN"
"Sensoriant Inc";13;0,05;"US"
"Harex Infotech Inc";13;0,05;"KR"
"Equifax Inc";13;0,05;"US"
